logFC	AveExpr	t	P.Value	adj.P.Val	B	PP1_Het_82_d10_1	PP1_Het_82_d10_2	PP1_WT_d10_1	PP1_WT_d10_2
HAPLN1	-5.25813151869618	10.7414649938347	-19.0163808824307	5.3927841803881e-06	0.00420692498819011	4.90071378818626	13.5468738960226	13.194187610343	7.76768710530382	8.45711136366938
MIR205HG	-4.68890210153348	10.4513724557779	-18.9408239093052	5.50383930817764e-06	0.00420692498819011	4.88409152441174	12.9991866600426	12.5924603530466	7.84377469874064	8.37006811128158
XLOC_l2_009140	-3.10922313715416	6.4581093934411	-18.9080016447266	5.55292919827408e-06	0.00420692498819011	4.87683782152579	7.96376758524186	8.06167433879451	4.76400926237041	5.04298638735764
TMC5	-2.77992415975481	6.64552354287131	-18.706323607018	5.86627202681654e-06	0.00434330781403642	4.83182452575622	8.13035404941568	7.94061719608175	5.2524930349964	5.25862989099142
lincRNA:chrX:113008710-113015135_R	-3.2369026415126	7.99902721476828	-18.5504536364119	6.12293515802115e-06	0.00435050235297927	4.79650647129219	9.77057378476501	9.46438328628414	6.46569608981473	6.29545569820922
LOC100131138	-3.80586235694628	9.85166666118819	-18.5385502643642	6.14307972609653e-06	0.00435050235297927	4.79379012384866	11.5297363840367	11.979459295286	8.05091218273283	7.84655878269727
PCDH8	-3.90330304608149	6.42992408194247	-18.1906712537976	6.76822346375626e-06	0.00461399336365661	4.71317816230948	8.64822883737295	8.11492237259348	4.47867709757246	4.47786802023099
POU3F2	-2.84370573078091	7.27268298680091	-18.1748525431817	6.79840628220883e-06	0.00461399336365661	4.70945545845299	8.76170636358134	8.62736534080138	5.95431056681819	5.74734967600271
CRABP2	-2.90983447904138	10.8591573017193	-17.9903997089554	7.16245057968072e-06	0.00470999988749441	4.66567299844515	12.2458790319375	12.3822700505424	9.28207669040214	9.52640343399509
FGFBP3	-2.47052382231927	9.44035927491047	-17.9023437725209	7.34440295174084e-06	0.00470999988749441	4.64452606840919	10.6420870777553	10.7091552943849	8.20295855469924	8.20723617280242
lincRNA:chr13:54698462-54707001_R	-3.92649237192319	5.55301247180145	-17.8884524148756	7.37360697001611e-06	0.00470999988749441	4.64117536364831	7.37206358216223	7.66045373336387	3.35344310403422	3.82608946764549
CCND1	-2.91219664678811	7.23161952444642	-17.7357258240494	7.70397611329124e-06	0.00482639288159017	4.60407082331024	8.56819964893447	8.80723604674649	5.68970508382681	5.86133731827792
BMP4	-2.50740760425281	8.39053459184934	-17.6359684304644	7.92929052434837e-06	0.00487382070588107	4.57956945120125	9.58919719326084	9.69927959469065	7.10318912462101	7.17047245482487
ID1	-2.75213991758372	13.2629063385919	-17.3840083233408	8.53422172652528e-06	0.005148506318241	4.51673366652863	14.7203709037166	14.557581691051	11.7863135555511	11.9873592040491
SIX6	-2.76105129573754	5.92914021259205	-17.2553586714152	8.86422476785594e-06	0.0052503609138626	4.48411453488613	7.4369715944833	7.18236012643835	4.59246696986438	4.50476215958218
IFITM1	-4.28272019195219	9.18553583084229	-17.1418197687007	9.16814844056743e-06	0.00525778298970476	4.45502043172847	10.9901337187256	11.6636581349111	7.03235363321927	7.05599783651311
NMU	-2.93264424179126	10.7724891812474	-17.1303459128441	9.19954662532373e-06	0.00525778298970476	4.45206415011314	12.395229920825	12.082392683461	9.36329726892209	9.2490368517814
CFI	-2.46298163364034	4.95820463501741	-17.0577316066684	9.40125001314961e-06	0.00526353209303601	4.4332856267385	6.11349620688836	6.2658946967868	3.7271176118018	3.72631002459268
Q6IHG2	-2.38353521356671	9.09867131170964	-17.0113820545493	9.53274989990252e-06	0.00526353209303601	4.42123655904279	10.330155503787	10.250722333199	7.87410805750354	7.93969935234902
ACOXL	-3.01624715855912	7.92802437962503	-16.8738498638611	9.93602968263311e-06	0.0052863348840958	4.38519284266148	9.33578968218399	9.5365062356252	6.57646629327197	6.26333530741898
lincRNA:chrX:112812366-113316610_R	-2.61828348992509	5.73757814354412	-16.8481687700702	1.00135653319124e-05	0.0052863348840958	4.37841390590905	7.15553112488084	6.93790865213249	4.47867709757246	4.37819569959069
HHIP	-2.32336516080532	7.01723805629401	-16.796865604168	1.01706250981961e-05	0.0052863348840958	4.3648254718264	8.14805795948523	8.2097833139081	5.87572295024135	5.83538800154135
STAMBPL1	-2.35792635232657	6.35250462495685	-16.7708572115686	1.02513663452013e-05	0.0052863348840958	4.35791316553277	7.56801647693088	7.49491912530938	5.21438496668123	5.13269793090588
FBN2	-2.99942609423467	9.97192348437719	-16.6890863035892	1.05102336006447e-05	0.0052863348840958	4.33607674302874	11.5153287714603	11.4279442915287	8.28896824207926	8.65545263244044
PLP1	-3.70732492391672	6.642064357221	-16.5926950627459	1.0825442502684e-05	0.0052863348840958	4.31013182356577	8.25734513187684	8.73410850648187	4.94438037403897	4.6324234164863
HOXD3	-2.61318063737428	6.08670410400139	-16.5819618404124	1.08612326471272e-05	0.0052863348840958	4.3072290687056	7.5199082850039	7.26668056037317	4.76976257897446	4.79046499165404
FOS	-3.16326017685488	9.87323235126527	-16.5786740885468	1.08722238767971e-05	0.0052863348840958	4.30633935552414	11.3062732977025	11.603451581683	8.44667433814439	8.13653018753127
SPRY1	-2.79433088721487	7.51036523491384	-16.4009877292656	1.14864289947293e-05	0.00542538005916765	4.25786517785611	8.88192516866971	8.93313618837284	5.95087600659743	6.27552357601537
SHISA2	-2.30737482052028	8.48674088100223	-16.3451748486504	1.16878174144557e-05	0.00542538005916765	4.24247962791883	9.67874615191235	9.60211043061237	7.28888170690908	7.3772252345751
TEK	-3.48740408958397	8.34496302828715	-16.2994794815854	1.18558324197278e-05	0.00542538005916765	4.22982576340915	10.3508724181251	9.82645772803316	6.64204977580239	6.56047219118794
lincRNA:chr13:54673999-54701589_R	-2.97715283940935	6.78585043766054	-16.2772240467072	1.19387021676743e-05	0.00542538005916765	4.22364405123862	8.16384685747487	8.38500685725555	5.13526579456486	5.45928224134686
GDF6	-2.90795680927819	7.12869376792735	-16.2633014762847	1.19908943199211e-05	0.00542538005916765	4.21977061513771	8.53277327561876	8.63257106951413	5.49543097532962	5.85399975124689
ZSCAN10	-3.11311231673696	9.69270421475834	-16.1668303781935	1.23600926450566e-05	0.00548090251276696	4.19279773975252	11.0545079617441	11.4440127845096	8.23587275997093	8.03642335280879
HOXB4	-4.07523014303063	8.96978627942849	-16.0764218528934	1.2718425617202e-05	0.00548090251276696	4.16730665225491	11.2900782231431	10.7247244787445	6.7362002769223	7.12814213890405
PSAT1	-2.21395628948562	12.6403512019981	-16.0558729261421	1.28015865159499e-05	0.00548090251276696	4.16148377468114	13.7363591661566	13.7582995273253	11.5638792902392	11.5028668242714
MICB	-2.31992114777283	8.04949618684786	-16.0168691331037	1.29612198657643e-05	0.00548090251276696	4.15040167271228	9.28339646820815	9.13551705326041	6.86350080592658	6.91557041999631
RGS10	-2.72222008328299	9.67301684211297	-15.9890025183749	1.30767227134669e-05	0.00548090251276696	4.14246002867274	11.044128906222	11.0241248612869	8.14820376623094	8.47560983471201
lincRNA:chr4:90602655-90605092_F	-2.49421779451427	9.37650085005854	-15.949378586221	1.32430733657601e-05	0.00548090251276696	4.13113319948512	10.7466949972855	10.5005244973459	8.1271709404561	8.13161296514672
ONECUT1	2.23074887136399	14.9426882573458	15.937997364749	1.32913189829815e-05	0.00548090251276696	4.1278722722629	13.8029618635391	13.8516657797884	16.0138915017404	16.1022338843151
ATP6V0A4	-3.95501327837439	8.31268039456018	-15.729562885677	1.42129857355699e-05	0.00565787522259718	4.06755309506808	9.9526813156242	10.6276927518705	6.29377078282326	6.37657672792271
lincRNA:chr8:129029971-129031537_F	-2.50334031707595	7.62509324277611	-15.7062704985829	1.43206340530865e-05	0.00565787522259718	4.06074124077603	8.97214104063986	8.78138576198831	6.46569608981473	6.28115007866153
TMEM132E	-2.27714192869526	5.73031844462046	-15.6612090006742	1.45316565265849e-05	0.00565787522259718	4.04752191604298	6.79987016580369	6.93790865213249	4.54931152148887	4.63418343905679
SCN4B	-3.59118443337965	8.25014788092139	-15.6536965286291	1.45671960350376e-05	0.00565787522259718	4.04531275744666	10.3167006382213	9.77477955700115	6.57603749686529	6.33307383159785
MAL	-2.85631707120801	7.58653151382648	-15.6491263417433	1.45888669520878e-05	0.00565787522259718	4.04396808260683	9.17729401687901	8.85208608198195	6.26642002972216	6.05032592672279
TAP1	-2.18506119829944	8.96341892851922	-15.5641137685962	1.49990573979915e-05	0.0056783850122763	4.01885249276169	10.0954395350757	10.0164595202622	7.83490555147418	7.90687110726482
IRX1	-2.67010586125804	9.44486581579136	-15.5344197751244	1.51455552352761e-05	0.0056783850122763	4.01003379875852	10.652762481155	10.9070750116857	7.99948112515353	8.22014464517115
ENST00000519491	3.46458398181746	5.87027075784132	15.5305703063953	1.51646712732307e-05	0.0056783850122763	4.00888880595012	4.42091657131132	3.85504096255386	7.57616644235868	7.62895905514142
GAP43	-2.35785557427647	6.9638645035157	-15.302732249015	1.63489896827973e-05	0.00605228451018734	3.9403950965427	8.19334767515368	8.09223690615417	5.8886007432703	5.68127268948462
PCSK9	-2.5000085850865	9.51149593356247	-15.1576928913836	1.71603207827632e-05	0.00628125584427052	3.89603840957703	10.61658431065	10.9064161415614	8.22579319826841	8.29719008377004
CLDN1	2.30808480839824	10.5891809803634	15.0979351898316	1.75084706018962e-05	0.00632948569968666	3.87758930496112	9.3342930980707	9.53598405425792	11.7898329583644	11.6966138107607
LOC100126447	-4.9392426656804	7.94634696506598	-15.0202403301265	1.79737660825952e-05	0.00632948569968666	3.85344910988211	9.93671815800025	10.8952184378121	5.4282647331855	5.52518653126606
MEOX1	-2.09058011213581	5.72754015676999	-15.0130632264549	1.80174854535618e-05	0.00632948569968666	3.85121034988028	6.80090483492321	6.74475559075258	4.64704159928922	4.71745860211494
NPR3	-2.11631190670671	5.1984939573025	-14.9845579448154	1.81923787832981e-05	0.00632948569968666	3.84230391638511	6.27769554023017	6.23560428108154	4.19534509701205	4.08533091088624
BMPER	-2.44440816855591	5.90699309511783	-14.9730511881212	1.82635496138547e-05	0.00632948569968666	3.83870195444979	7.25985514508427	6.99853921370731	4.74622991169677	4.62334810998298
KCNV1	-2.32310172282606	7.7058457355903	-14.9036061754472	1.8700174192878e-05	0.00641258499664618	3.8168814847444	8.96714106224142	8.76765213176524	6.47505154709903	6.6135382012555
CHI3L2	-2.61778282811183	5.55671569090245	-14.7519076234199	1.96978905396415e-05	0.00660696790126563	3.76872139959447	6.82235509999778	6.90885910991895	4.07030057232213	4.42534798137094
RGS5	-2.06001679836075	10.1085380239964	-14.7389793574149	1.97858109111288e-05	0.00660696790126563	3.76458535410124	11.1013285475878	11.1757642987657	9.04665987177711	9.11039937785485
ANK1	-2.09244239349892	6.50988774139649	-14.6990871851181	2.00600591177375e-05	0.00660696790126563	3.75179131427159	7.6176879896044	7.4945298866875	5.48600840027694	5.44132468901712
VAT1L	-3.27175459100491	5.76313774012271	-14.69646112426	2.00782706272922e-05	0.00660696790126563	3.75094741586254	7.11629659281636	7.68173347843398	4.14428702967449	4.11023385956603
AK096159	2.62949724358457	6.31443814802453	14.6444352557307	2.04431507114482e-05	0.0066597652072685	3.73418568476251	4.8141886531528	5.18519039931168	7.59885604889077	7.65951749074286
INPP5D	-2.5089288949035	9.9552427511755	-14.5808218015375	2.09000696461038e-05	0.00674120365209035	3.71357900087148	11.2206448130124	11.1987695842421	8.53228759754775	8.86926900989975
DLX2	-3.48872861651678	5.93144188436565	-14.4782615188763	2.16625714742703e-05	0.00675919842760597	3.68009499527263	7.77655805910138	7.5750543261467	3.88358869448506	4.49056645772945
STOM	-3.22246496090269	9.83572442735806	-14.4770528173714	2.16717530764374e-05	0.00675919842760597	3.67969844234853	11.3534386183633	11.5404751972555	7.95721209063107	8.49177180318236
FAM159B	-1.97550296535755	8.97900623272742	-14.4548797826221	2.18410087891804e-05	0.00675919842760597	3.67241583521494	9.97355631025958	9.9599591205528	7.97968495398186	8.00282454611542
lincRNA:chr13:54812799-54928899_R	-2.20035062682945	5.94722716634576	-14.4236571323901	2.2082016168403e-05	0.00675919842760597	3.66213502408855	7.10022020696808	6.99458475255289	4.94347337786321	4.75063032799886
FLJ45983	-4.28889805263281	8.43655328112422	-14.419444453429	2.21147753123565e-05	0.00675919842760597	3.66074557234043	10.9689469500794	10.1930576648019	6.11728869676694	6.46691981284869
EPN3	-3.48155447110817	7.07410711559309	-14.4084221186621	2.22007622480228e-05	0.00675919842760597	3.65710749679513	8.95563667028631	8.67413203200804	5.04474139370821	5.62191836636979
LOC339975	1.99400456035063	7.40076077040453	14.318154151932	2.29201177386626e-05	0.00685388660862543	3.62716994273445	6.44762786612519	6.35988911433323	8.40839001403807	8.38713608712162
A_33_P3312342	2.65588106614165	5.04235375672758	14.2940990264296	2.31164694358395e-05	0.00685388660862543	3.6191486675363	3.91604341566614	3.51278303164737	6.39459893100049	6.34598964859633
FAM123A	-2.62036455899739	7.18442095608014	-14.2908748022626	2.3142939096565e-05	0.00685388660862543	3.61807214429957	8.31328755388944	8.67591891726823	5.79657035691333	5.95190699624956
L1TD1	-2.2358953804569	12.0466092810919	-14.2191580260291	2.37411273515909e-05	0.00694178099675979	3.59404143293535	13.0647251593949	13.2643887832459	11.0054020541874	10.8519211275396
TNC	-2.51657891478989	7.09903178228308	-14.2044695064679	2.38659014530834e-05	0.00694178099675979	3.58909937014914	8.52080337170768	8.19383910764837	5.92071961559668	5.76076503417959
DLX3	-2.45044510344537	7.28869043330648	-14.1448243822386	2.43806436946375e-05	0.00702874539504607	3.56896009319743	8.54611168025066	8.48171428980768	6.23234177504493	5.89459398812267
LOC254057	-2.49710118877935	7.90171617721869	-14.0535153933355	2.5194451730519e-05	0.00707212660765447	3.53790646264465	9.33058460433724	8.96994893887948	6.68608649072316	6.62024467493486
CCK	-3.99899452285311	6.88782732728351	-14.0382129175837	2.53339767056831e-05	0.00707212660765447	3.53267560268617	9.27585828735094	8.49879089006918	4.99381653641576	4.78284359529815
ATP1A2	-2.87111159753279	6.44388964546604	-14.0323424440212	2.53877461497041e-05	0.00707212660765447	3.53066685817223	8.10568980011794	7.65320108834692	4.91301551385018	5.10365217954911
NOS2	-3.13217098833508	7.08729800026414	-14.0310634794946	2.53994785614259e-05	0.00707212660765447	3.53022907532576	8.90747152292833	8.39929546593504	5.39329491679756	5.64913009539566
CACNG7	-2.10615371050148	7.20243812463653	-14.006908119012	2.56222795002919e-05	0.00707370338373737	3.52195074078013	8.28049272708081	8.23053723269372	6.24808631779328	6.0506362209783
PTPRZ1	-2.18689114462192	6.99092454283459	-13.9680015521969	2.59860446536233e-05	0.00711384350152173	3.50857661793904	8.0052550947038	8.1634851355873	5.8023868790259	5.99257106202136
ERP27	-3.58821923275018	7.5407002084797	-13.9286787987472	2.63599552321468e-05	0.00715606884664704	3.49500859180638	9.49715665056218	9.17246299914739	5.43447625985232	6.05870492435689
ECEL1P2	-2.74191175639038	7.23821734709424	-13.8147785028918	2.7479646864571e-05	0.00739838393311677	3.45541731880002	8.39965900827059	8.81868744230827	5.76740173390442	5.96712120389368
TFPI	-2.2762295429118	8.72242623929102	-13.7787213331924	2.78458229474056e-05	0.00743551946030846	3.44279315773534	9.99734676026726	9.72373526122658	7.52277757938547	7.64584535628478
LIMCH1	-2.7730235509644	8.93656264896583	-13.7442522236387	2.8201305140671e-05	0.00746921884201333	3.43068383446809	10.5178226132823	10.1283262356138	7.41096164233932	7.68914010462794
CRABP1	-3.7813174468897	12.5389166005211	-13.7067305169597	2.85944176178405e-05	0.00751226082851928	3.41745614838113	14.8111585057748	14.0479921421572	10.5898423373979	10.7066734167546
C6orf174	-2.27306497535718	7.23853904365115	-13.5989952361472	2.97598792173102e-05	0.00773191251215045	3.37920744204633	8.33442053977018	8.4157225228893	6.25210611569555	5.95190699624956
PDE4B	-2.37794096633692	5.95127352294495	-13.5859159742117	2.99051777797513e-05	0.00773191251215045	3.37453669699068	7.01674323566612	7.2637447765607	4.63613433072211	4.88847174883087
DIO3	-2.29448132452699	8.90155183332431	-13.5450130727104	3.03650427351306e-05	0.00774773409146339	3.35989144012741	10.2064329517637	9.89115203941192	7.71836639731294	7.7902559448087
MYCT1	-3.01823109081141	6.72078172196113	-13.538237478902	3.0442028538764e-05	0.00774773409146339	3.35745981144238	8.47508161699935	7.98471291773432	5.06858244326608	5.35474990984478
NMNAT2	-2.09917139655748	7.5921695699619	-13.5021422790689	3.08560806818066e-05	0.00775429657696925	3.34447887140717	8.74708673229724	8.53642380418404	6.60021688350277	6.48495085986355
SLFN13	1.98378890036619	7.6132067976971	13.4945628639061	3.09438731315346e-05	0.00775429657696925	3.34174727657346	6.56655557424034	6.67606912078766	8.53593802595636	8.67426446980402
lincRNA:chr8:128807043-128820943_F	-2.44658422687261	7.65111957171625	-13.3996488068896	3.20687904073577e-05	0.00797484721450756	3.30736895012303	8.6810478227297	9.06777554757542	6.39981907386448	6.45583584269541
DUSP6	-2.0919180287926	12.1300943814391	-13.3529320591985	3.26402907492931e-05	0.00805547539196758	3.29033041727942	13.0773678731394	13.2747389185313	11.1592579649222	11.0090127691634
CXCL14	-4.80873201914082	12.8384504288293	-13.2619857015065	3.37879623528037e-05	0.0082408232364735	3.25693582708089	15.3256479809325	15.1599848958669	9.89961341491686	10.968555423601
FEZF1	-2.14970407933151	4.65983878838283	-13.2535180653165	3.38972377348267e-05	0.0082408232364735	3.25381139450897	5.62118578014738	5.8481958759498	3.50088480093257	3.66908869650158
GATA2	-2.45025942448778	5.63233665954612	-13.2161545653198	3.43844585230261e-05	0.00829735189114536	3.23999370418115	6.99741386472864	6.71751887885138	4.26135884719623	4.55305504740822
TMEM171	2.60946005589701	7.60883442429092	13.1620686294592	3.51045624583962e-05	0.00835905455171156	3.21990149647056	6.13894640804545	6.46926238463939	8.75119403573921	9.07593486873965
XLOC_005441	-2.63826232666382	6.42169872214575	-13.136534117956	3.54507496400274e-05	0.00835905455171156	3.21037846915196	7.52009174594166	7.96156802501365	5.01549063190057	5.18964448572711
LOC100132234	1.79710930965898	8.50676293846168	13.1236458677056	3.56270232004446e-05	0.00835905455171156	3.20556270931142	7.58896151733251	7.62745504993186	9.40430697908517	9.40632820749716
MSX2P1	-2.7034521634697	9.7403450477541	-13.1207676384271	3.56665310706298e-05	0.00835905455171156	3.20448640696378	11.2316909669782	10.9524512919997	8.18293033276892	8.59430759926956
DCX	2.21437162536355	12.984487058986	13.0525665753527	3.66180981984502e-05	0.00844842822589051	3.17889309621168	11.7149877191156	12.0396147734929	14.0872416997724	14.0961040435632
lincRNA:chr13:54698461-54706997_R	-3.83135290662917	6.40415022872614	-13.0525599436041	3.66181921830881e-05	0.00844842822589051	3.17889059915872	7.90584843992004	8.73380492416142	4.54931152148887	4.42763602933424
SNORA74A	-2.12416354830336	7.98136379723589	-13.0379540052949	3.68258835398119e-05	0.00844842822589051	3.17338704298082	9.0588250091553	9.02806613361985	7.06186198416391	6.77670206200452
CEACAM6	2.02010036384879	5.8385833622882	13.0183733784875	3.7106512932329e-05	0.00845327882375162	3.16599650669756	4.78339774863816	4.87366861208946	6.95881691780218	6.73845017062302
KANK4	-2.91591016029418	8.88525960723902	-12.9181228651744	3.85837378935737e-05	0.00872876687054827	3.1279320604714	10.4571300332699	10.2292993415023	7.16113604923017	7.6934730049537
CD52	-4.75181733411619	8.87283920609081	-12.8618643526158	3.94433106342898e-05	0.00880658758481032	3.10640428814185	11.7830903535749	10.7144053927229	6.35549482217713	6.63836625588828
lincRNA:chrX:112980560-112994252_R	-2.92136685801034	7.19224920108888	-12.8602447505624	3.94683914228538e-05	0.00880658758481032	3.10578274596472	8.93092710586744	8.37493815432065	5.82229534835789	5.64083619580953
EMX2	-2.63322566254977	6.24063216695652	-12.8243775017123	4.00287089059223e-05	0.00885960383172018	3.0919924874756	7.80065791241615	7.31383208404666	4.88170650624684	4.96633216511643
NRK	-2.22921014081364	6.68924253992857	-12.8064469263878	4.03123601617942e-05	0.00885960383172018	3.08508000203318	7.97640402701424	7.63129119365654	5.55169747014295	5.59757746890055
DRD5	2.00093870721829	8.31855244172783	12.7932990083641	4.05218703664029e-05	0.00885960383172018	3.08000342471547	7.2193971512784	7.41676902495897	9.24530818204637	9.39273540862758
