logFC	AveExpr	t	P.Value	adj.P.Val	B	PP1_Het_82_d10_1	PP1_Het_82_d10_2	PP1_WT_d10_1	PP1_WT_d10_2
FOXG1	-3.13159986939427	7.47276109597619	-14.8565219019683	1.86630942690905e-06	0.00101545895918121	5.83168117625492	8.95303192764666	9.12409013369999	5.97759817112814	5.83632415142997
LOC100126447	-4.83427669064006	7.94205700708351	-14.7577646244892	1.95097554710097e-06	0.00103563492212453	5.79143031794226	9.88493578651241	10.8334549182947	5.47731082008228	5.57252650344467
HOXB4	-3.9847474922867	8.95285640717693	-14.5846970611234	2.11015567192102e-06	0.00104101625832934	5.72001807282472	11.2267588804287	10.6637014262119	6.7699333018111	7.15103202025606
FNDC5	-3.00789803893458	9.53311689587871	-14.5808506067493	2.11385832194505e-06	0.00104101625832934	5.71841813437866	11.1124167399733	10.9617150907187	8.0145230193879	8.04381273343494
PPP2R2B	-3.1957227123208	8.89214140719427	-14.5644163028081	2.12976202004609e-06	0.00104101625832934	5.71157594785849	10.6027456151379	10.3772599115714	7.1834496277217	7.40511047434603
CDH20	-2.95608853477851	4.77494934597867	-14.5412212862106	2.15244126193807e-06	0.00104101625832934	5.70190159395668	6.28714952143972	6.21883770529613	3.31981902276644	3.2739911344124
PLP1	-3.63430580888948	6.65993862406452	-14.3896969621167	2.30756784549069e-06	0.00109178057802738	5.63819643037882	8.2446355100321	8.70954754698641	4.99906154129361	4.68650989794594
lincRNA:chr13:54701000-54707001_R	-2.97009827489283	5.90324108345948	-14.3212282497696	2.38182550224228e-06	0.00110293723895321	5.60911933754355	7.39117352548529	7.3854069163265	4.33193880898065	4.50444508304547
ATP6V0A4	-3.85526111677748	8.30577510775295	-14.1827913528444	2.5404611052555e-06	0.00114171939788718	5.54976707753874	9.89971817875678	10.5670931535266	6.3377054306672	6.41858366806121
lincRNA:chrX:113008710-113015135_R	-3.14838076568697	7.99662786548968	-14.1576939283276	2.57049487669876e-06	0.00114171939788718	5.53892582890396	9.72077234313646	9.42086415352987	6.50596561130879	6.33890935398359
XLOC_l2_009140	-3.04884330612373	6.48256303049414	-14.0177641952503	2.74556708730767e-06	0.00119509044176328	5.47801832009763	7.95948417506529	8.05448519204673	4.81718415804406	5.09909859682049
GALNT14	-2.99226818602482	8.79588494089765	-13.948709993311	2.83695636412743e-06	0.00121065722174254	5.44766908928134	10.1728525806149	10.4111854872052	7.24037284818966	7.35912884758081
TEK	-3.39582288278813	8.33618281194725	-13.770311103421	3.08958047454184e-06	0.00129055751040151	5.36835575383013	10.2924303736425	9.77575813304017	6.67770781982514	6.59883492128123
FLJ45983	-4.18544072952002	8.42869319429625	-13.7348624659149	3.14278386561662e-06	0.00129055751040151	5.35243821051774	10.9066932508297	10.1361338672829	6.16456343067319	6.5073822283993
SCN4B	-3.49708280036792	8.24335618766688	-13.6302222111443	3.3060385130928e-06	0.00133245596664725	5.30514256213254	10.2588613451063	9.72493383059539	6.61380089525856	6.37582867970728
CXCL14	-4.76763853896817	12.7607868270143	-13.4943028654433	3.53275098885224e-06	0.00138440554166855	5.24301221542408	15.2272149653865	15.0619972276103	9.84758530021972	10.9063498148407
CRABP2	-2.89012646406769	10.814255272637	-13.4341572781782	3.63870084985594e-06	0.00138440554166855	5.21526433946571	12.1926331736381	12.3260038357035	9.25011174562466	9.48827233558163
ENST00000519491	3.42553264696024	5.89682074501676	13.4319283140316	3.64269643640411e-06	0.00138440554166855	5.21423299051851	4.47056740583585	3.89754143723743	7.58416303465913	7.63501110233463
FOS	-3.11261786314713	9.83434978002576	-13.4060941805536	3.68937334206836e-06	0.00138440554166855	5.20226360880532	11.2427668753558	11.5385505478429	8.42908988680129	8.1269918101031
CCK	-3.91480743961855	6.90081542061798	-13.353744275992	3.78606769480045e-06	0.0013966097849091	5.17791927567443	9.23646840547317	8.47996987538134	5.04880517088016	4.83801823073724
MYCN	-2.71835053156874	11.1284950474569	-13.2794799363797	3.92824377772758e-06	0.00142490495964105	5.14317650424049	12.5401434731872	12.4351971532952	9.7391814968679	9.79945806647707
ACOXL	-2.96785337979641	7.92507837771122	-13.1593029424685	4.17142482597476e-06	0.00144099548426426	5.08643336680025	9.30864379994517	9.50936633527367	6.59677268834819	6.28553068727783
NMU	-2.90323933035975	10.7177677013708	-13.1574162765052	4.17537721404401e-06	0.00144099548426426	5.0855373724334	12.3234421483764	12.015332584725	9.32198653621723	9.21030953616465
FBN2	-2.95317784519442	9.93086636816638	-13.1107583618149	4.27449424057183e-06	0.00144099548426426	5.06332779497576	11.4511255637037	11.3637850178235	8.27554521741864	8.6330096737197
CCND1	-2.83695051612558	7.24576103099454	-13.100216112272	4.29725973757741e-06	0.00144099548426426	5.0582958933691	8.54767394422379	8.78079863389088	5.74277257137546	5.91179897448804
ZSCAN10	-3.05926648102091	9.6562450168371	-13.0901914729002	4.31903590294937e-06	0.00144099548426426	5.05350635424417	10.9916236198918	11.3801328948033	8.22348835559176	8.02973519706153
TMC5	-2.71620658097794	6.67052562292999	-13.0472679177018	4.41371237889223e-06	0.00144099548426426	5.03294656059492	8.12116747399984	7.93609035283808	5.30966698286567	5.31517768201637
POU3F2	-2.76953106966797	7.28616819501781	-13.0372834698008	4.43607321474479e-06	0.00144099548426426	5.02815204655336	8.73634985767356	8.60551760203004	6.00338637685129	5.79941894351636
CRABP1	-3.74865482677756	12.4676467486489	-12.9432911159377	4.65303367330827e-06	0.00145870002778097	4.9827917911129	14.7211818855847	13.9627664384907	10.5356115571831	10.6510271133372
VAT1L	-3.24010618068159	5.79278694762722	-12.9362518204918	4.66976375157358e-06	0.00145870002778097	4.97937818715653	7.13992466813655	7.68575540779948	4.19201639683792	4.15345131773493
CD52	-4.64941799018511	8.86108018617155	-12.927087672491	4.69164684546351e-06	0.00145870002778097	4.97493071074037	11.7181311563704	10.6534472061578	6.39790509741437	6.67483728474362
DLX2	-3.44657887931688	5.95691509000618	-12.8984005938196	4.76090898218059e-06	0.00145938624067857	4.96098318795319	7.77737058501634	7.5830384743129	3.92534688655603	4.54190441413945
SLC15A3	-4.99755492845692	8.23642197954204	-12.8327427527155	4.92386949542567e-06	0.00147823823361096	4.9289155431769	10.1715687320128	11.2988301555282	5.49044604328065	5.9848429873465
EPN3	-3.40070478996783	7.08812602860836	-12.7943625578183	5.02207168406223e-06	0.00147823823361096	4.91007636571347	8.92574216636802	8.65121468081653	5.09956833702465	5.67597893022425
ID1	-2.7305145435879	13.1859932384844	-12.7821160859683	5.05387521791215e-06	0.00147823823361096	4.90405041971967	14.6312311931168	14.47126982744	11.7206691416557	11.9208027917253
lincRNA:chr13:54673999-54701589_R	-2.90821028040984	6.80717791919302	-12.7667543903648	5.09409426212195e-06	0.00147823823361096	4.89648153747694	8.15351072576584	8.36905539303004	5.19126615204628	5.51487940592993
SIX6	-2.7264822776422	5.9634074906555	-12.7333576976246	5.18279778508293e-06	0.00148418961834928	4.8799878290296	7.44981476161834	7.20348249733486	4.64458781227242	4.55574489139638
ERP27	-3.49604292750095	7.54630037108469	-12.6878819804456	5.30643200636245e-06	0.00149985956086328	4.85744285309788	9.45297819383895	9.13566547583138	5.49044604328065	6.10611177138778
STOM	-3.17032597705152	9.79793646740794	-12.6100812887741	5.52583303365452e-06	0.00150833565811747	4.81864156227587	11.2901788316847	11.4760200801827	7.95231026474626	8.4732366930181
GDF6	-2.83446182024232	7.14472137279236	-12.5883413222462	5.5889779280546e-06	0.00150833565811747	4.80774681901917	8.51335718597713	8.61054737984991	5.55039346654006	5.90458745880234
TFAP2A	-4.16588171551745	6.62734134420667	-12.5805809184072	5.61171749316406e-06	0.00150833565811747	4.80385220469799	9.06297709423199	8.3575873096988	4.21151723877798	4.87728373411791
lincRNA:chr13:54698461-54706997_R	-3.76547560874634	6.42325113865388	-12.5799275997166	5.6136366618046e-06	0.00150833565811747	4.80352419801574	7.90246055110194	8.70951733495216	4.60234845875171	4.47867820980972
SPRY1	-2.74254571197934	7.51137921680117	-12.4168393838836	6.11701882581033e-06	0.00162354631371873	4.72098773183507	8.85788836366454	8.90741578191713	5.97710983714015	6.30310288448284
MAL	-2.77814920355977	7.59341171277274	-12.2473549560637	6.69547233319299e-06	0.00174571023059999	4.63380882012642	9.14055119567968	8.82442143342557	6.31074096463066	6.09793325735506
lincRNA:chrX:112812366-113316610_R	-2.59163455443559	5.77591124036449	-12.2356374326389	6.73771638349564e-06	0.00174571023059999	4.62772783404294	7.17756074914804	6.96589628601652	4.53087475034562	4.42931317594776
RGS10	-2.67358812385656	9.63471288835499	-12.1628730449564	7.00695399485423e-06	0.00179410996169421	4.58980822146859	10.981429471339	10.9615844292275	8.13826367958166	8.45757397327176
NOS2	-3.05502128123393	7.10313804365323	-12.1263990895207	7.14651557100771e-06	0.00180856703357456	4.570697997461	8.87830807412922	8.38298929441118	5.44900304657732	5.70225175949522
CFI	-2.46668362316276	4.99825090083425	-11.9668175424409	7.79560184156541e-06	0.00193870226308578	4.48627106568179	6.15636441616556	6.30682100866569	3.76360094741859	3.76621723108714
HOXD3	-2.54561473541315	6.10654338084239	-11.946126498585	7.88458450961993e-06	0.00193870226308578	4.47522624056323	7.50398778914341	7.25471370795451	4.82349610781068	4.84397591846094
FGFBP3	-2.42149212544532	9.40436176378804	-11.9361327362386	7.92797745886025e-06	0.00193870226308578	4.46988345390973	10.5818653991915	10.6483502538299	8.19154779824023	8.19568360389054
BMP4	-2.43760549792904	8.37837340208157	-11.8942260345684	8.11292589603397e-06	0.00196188576890315	4.44742168000812	9.54315058487956	9.65120171721262	7.12678332245177	7.19235798378232
IRX1	-2.61799400632155	9.40997006110351	-11.841951016783	8.35056805149829e-06	0.00199716223156933	4.41927075499689	10.5924994754623	10.8454346530662	7.99375152715108	8.20819458873438
PROK2	-4.42425714808094	5.90547820535852	-11.8190385736007	8.45722225882934e-06	0.00200068462218654	4.40688567958681	7.61411186731158	8.6211016914864	3.98635263843518	3.40034662420093
FEZF2	-3.45951312327661	5.33121978725555	-11.7646573316442	8.71663418500127e-06	0.0020398798537889	4.37737668785056	6.74428136399981	7.37767133378789	3.83744401036726	3.36548244086723
MYCT1	-2.95044267754778	6.74286351067473	-11.7124446029275	8.97426951803434e-06	0.00207782980628191	4.34889282519847	8.45694424127823	7.97922545761902	5.12526103044255	5.41002331335913
ATP1A2	-2.80790387416367	6.46841556304216	-11.6909592985681	9.08279801852225e-06	0.00208082122184335	4.33712846392805	8.09248796072252	7.65224703952546	4.96882498815639	5.16010226376427
CHI3L2	-2.59952534327867	5.59596454865749	-11.5307283327861	9.9410488410074e-06	0.0022495713428837	4.24858701188137	6.85370349164755	6.9377509489461	4.1162395238089	4.47616423022741
A_33_P3312342	2.65858923911767	5.08335330618976	11.5129873223702	1.00416357967792e-05	0.0022495713428837	4.23869531436517	3.95929004329671	3.54882732996513	6.43665011403785	6.38864573745934
lincRNA:chr4:90602655-90605092_F	-2.44386829716238	9.3420989377429	-11.4976587877407	1.01294794891841e-05	0.0022495713428837	4.23013442239939	10.6859068137561	10.4421593588921	8.11819565544529	8.12213392287814
Q6IHG2	-2.32923731200246	9.06818360918822	-11.4221542703058	1.05751620635277e-05	0.00232019924258626	4.18777119491221	10.2723807502013	10.1932237801776	7.87185502675903	7.93527487961496
AK096159	2.57965664972746	6.34534042237774	11.4002236457088	1.07087711234037e-05	0.00232019924258626	4.17540571066303	4.86952210952675	5.24150208550126	7.60594818620122	7.66438930828172
LIMCH1	-2.71962722425311	8.91733513036355	-11.3890821101464	1.07773855080027e-05	0.00232019924258626	4.16911305139903	10.4693252075741	10.0849722774061	7.42187150114797	7.69317153532602
lincRNA:chr8:129029971-129031537_F	-2.43318276723073	7.63191255173256	-11.373540639708	1.08739350645009e-05	0.00232019924258626	4.16032343506203	8.94152154925726	8.75548632143859	6.50596561130879	6.3246767249256
STAMBPL1	-2.31068620697054	6.38549697492389	-11.3166235060176	1.12360374331756e-05	0.00236005049572477	4.12801457889011	7.57628774343346	7.50539241338486	5.27115848684448	5.18914925603276
ECEL1P2	-2.66974040280086	7.25274185854069	-11.2935264339486	1.13868837038736e-05	0.00236005049572477	4.11485008227996	8.38324477330718	8.79197934657507	5.81951466595716	6.01622864832336
TMPRSS4	-3.13469823305402	7.01354798865158	-11.2822551355741	1.1461333126105e-05	0.00236005049572477	4.10841458565841	8.87221230451599	8.28958190584119	5.24765176396319	5.64474598028595
PCSK9	-2.45169870605406	9.47446724407579	-11.2772671856012	1.14944565588506e-05	0.00236005049572477	4.10556428722007	10.5561888641295	10.8444443300762	8.21385148199759	8.28338430009995
KANK4	-2.84525878040703	8.86250599326624	-11.2498213719985	1.1678678646126e-05	0.00237546506592791	4.08985475252	10.3980120422329	10.1722587247066	7.18233751925524	7.69741568687022
FAM123A	-2.5514694724685	7.20040559885212	-11.2228616589224	1.18629200988666e-05	0.00239059808362715	4.07438051663041	8.29927290999332	8.65300776017941	5.84841881842038	6.00092290681536
lincRNA:chrX:112980560-112994252_R	-2.84636871012754	7.20715337175728	-11.1891990829023	1.2097635634127e-05	0.00240318434440964	4.05499900811318	8.90156963018199	8.35910582346011	5.87368291087913	5.69425512250789
INPP5D	-2.4695869276265	9.91182680361943	-11.18232448069	1.21462175098815e-05	0.00240318434440964	4.05103268041872	11.1574803929399	11.1357601419255	8.51264255594812	8.84142412366425
HHIP	-2.2618787316047	7.03742428111182	-11.1421263086718	1.24347819249632e-05	0.00243811345779188	4.02778417666498	8.1383792227025	8.19834807112584	5.92630768309462	5.88666214752432
BMPER	-2.39456538620258	5.9352222424943	-11.0769756154755	1.29192161217244e-05	0.00248833696591069	3.9899001772695	7.26012359148537	7.00488627970582	4.80020517622472	4.67567392256129
lincRNA:chr5:18484318-18746268_R	-3.27322491663356	5.50714393136203	-11.0769256859796	1.29195955315157e-05	0.00248833696591069	3.98987104675703	6.76464497151845	7.52286780783916	3.74741424292651	3.99364870316398
MSX2P1	-2.65683311187335	9.70106432483447	-11.0070396406609	1.34633169038663e-05	0.00257031253592759	3.94895008510747	11.1686222426635	10.8903395188788	8.17211881380908	8.57317672398651
SHISA2	-2.24366226831335	8.4712787353013	-10.9768987504703	1.37058271776359e-05	0.00259057387708495	3.93121023689188	9.63075607141013	9.55546366750582	7.30680115460078	7.39209404768848
MICB	-2.25858532496269	8.0486266426409	-10.9536491171842	1.38962930246104e-05	0.00259057387708495	3.91748856381568	9.24943875646026	9.10639985378423	6.89400481201549	6.94466314830363
TNC	-2.4500342801368	7.1171193218174	-10.9499907701046	1.39265366485453e-05	0.00259057387708495	3.91532644475493	8.50145449009398	8.18281843367762	5.97063228430066	5.81357207919735
TMEM132E	-2.25407969342549	5.77173648817657	-10.9114722932966	1.42495617458874e-05	0.0026208636121544	3.89251192037139	6.83165638376212	6.96589628601652	4.60234845875171	4.68704482417595
XLOC_005441	-2.58338659588813	6.45160276258726	-10.8851902437013	1.44748676222461e-05	0.0026208636121544	3.8768927403824	7.53013366594647	7.95645845511617	5.07321848033309	5.24660044895329
GAP43	-2.29658607004937	6.98477041603598	-10.8745317047385	1.45673934573384e-05	0.0026208636121544	3.87054633348159	8.18219297108185	8.08393393103948	5.93878953051165	5.73416523151094
ONECUT1	2.21447024985845	14.8541230718076	10.8614369002676	1.46819918391223e-05	0.0026208636121544	3.86273969260448	13.7226397322366	13.7711361615202	15.9174311219174	16.0052852715563
CLDN1	2.2854210123103	10.535068374935	10.8583866522025	1.4708833119093e-05	0.0026208636121544	3.86091972340164	9.29383929421856	9.49087644334121	11.7241067568191	11.6314510053613
PSAT1	-2.19861948973069	12.5682184494657	-10.8404875069534	1.48674710400824e-05	0.0026208636121544	3.8502283520561	13.6564748298686	13.6785815587936	11.4990854772355	11.4387319319653
LOC254057	-2.42502057879335	7.9021017135133	-10.8332327331362	1.49323234656839e-05	0.0026208636121544	3.84588932742849	9.28977369038267	8.93945031543728	6.72159810081839	6.65758474741487
EMX2	-2.58669288931371	6.27266381181651	-10.7841173978724	1.53799493742308e-05	0.00267783374544608	3.81642760470833	7.80106608690763	7.3309544260391	4.93653847284964	5.02209626146967
DLX3	-2.38358449655287	7.30307576134079	-10.7488549824387	1.57107521273426e-05	0.00268767420803625	3.79518245773208	8.5262419404149	8.46349407881954	6.2771961239559	5.94537090217281
AMBP	2.78167855148608	13.8775167845409	10.7481734813621	1.57172247407745e-05	0.00268767420803625	3.794771092818	12.1877439068497	12.785611110746	15.2660337973685	15.2706783231994
TMEM171	2.53659089243135	7.61593559912332	10.7387598792054	1.58069425945892e-05	0.00268767420803625	3.78908590113427	6.18577575651521	6.50950454930008	8.72631204795169	9.04215004272631
EIF4E1B	-2.5891000641429	4.89571832206893	-10.7220499439334	1.59676395466144e-05	0.00269395121777145	3.77898044933875	5.94619339784456	6.43434331043619	3.61390466105153	3.58843191894344
NXPH4	-2.67397965125991	8.63385390154832	-10.665070861163	1.65297524265592e-05	0.00276733486008949	3.74438907076781	10.1705799482776	9.77110750607894	7.10871924013912	7.48500891169761
KCNV1	-2.25647982345622	7.71119855799165	-10.6413336719193	1.67705488923363e-05	0.00278144785823147	3.72991756051759	8.93674537241035	8.74213156702917	6.5147262974991	6.65119099502797
lincRNA:chr4:257555-258171_R	2.57361345193385	6.09538913228884	10.6316767368057	1.68696525127069e-05	0.00278144785823147	3.72401985672065	5.03699266463137	4.58017214801246	7.28973789489429	7.47465382161724
GATA2	-2.42896890636284	5.67348650211634	-10.588728907609	1.73185557292034e-05	0.00283399283376228	3.69771824368266	7.02393732572516	6.75200458487037	4.31134108928222	4.60666300858763
PDE4B	-2.34603457979066	5.98910153294776	-10.5174362085604	1.80940900920563e-05	0.00292859733557376	3.65379531866325	7.04242112059644	7.28181652508973	4.68890777730917	4.94326070879569
NOG	-2.59640408479082	6.52506888836725	-10.5034468895185	1.82508669703083e-05	0.00292859733557376	3.64513787858313	8.08537794546623	7.56116391605909	5.25115118086296	5.20258251108072
CUZD1	-2.77192764545262	5.95976783082904	-10.4901306380762	1.84015388954148e-05	0.00292859733557376	3.63688511544498	7.04567063915699	7.64579266795371	4.66892980639574	4.47867820980972
lincRNA:chr8:128807043-128820943_F	-2.37940179070461	7.65622064492035	-10.4871962870014	1.84349308478959e-05	0.00292859733557376	3.6350649903328	8.65712656407398	9.03471651647134	6.43932049739733	6.49371900173877
ENST00000390237	-2.495597638358	5.64095307431838	-10.4601983079229	1.87454172841616e-05	0.00294874283726244	3.6182921802181	7.07854035240033	6.69896343459443	4.53087475034562	4.25543375993314
TAP1	-2.13268416092712	8.93494195297031	-10.452698858926	1.88327170731244e-05	0.00294874283726244	3.61362457643357	10.0401040057438	9.96246406112392	7.83371195251848	7.90348779249503
L1TD1	-2.21913481472434	11.9761065915788	-10.4107942693349	1.93291224070155e-05	0.00300485014333061	3.5874753154621	12.9860119724117	13.1853360254702	10.9427146928122	10.790363675621
HES5	-3.78884706948114	7.12481233625056	-10.3271296209414	2.03654384932452e-05	0.00313495137910054	3.534918907417	9.5789637562796	8.45950798570266	5.14559992100361	5.31517768201637
DIO3	-2.25962090214529	8.88545618401755	-10.300380417936	2.07100040011901e-05	0.00313495137910054	3.51801701377456	10.1691421203175	9.86139114986293	7.72035137965681	7.79094008623301
lincRNA:chr13:54812799-54928899_R	-2.17078916281451	5.98749777468629	-10.3000993052278	2.07136601712386e-05	0.00313495137910054	3.51783913334756	7.12449864118977	7.02128607099732	5.00003502327969	4.80417136327839
NPR3	-2.1082649092023	5.24107123540648	-10.2979077507167	2.07421888710934e-05	0.00313495137910054	3.51645219548145	6.31601055280249	6.27439682721278	4.24406132845594	4.12981623315472
WNT6	-2.48945180808296	8.3755384152778	-10.2701231357484	2.11077814961013e-05	0.00316820521711137	3.49884050283677	9.48913272236425	9.75139591627432	6.920893728509	7.34073129396365
PHOX2B	-4.1332538729911	6.46261634831962	-10.2537882770437	2.13261378962783e-05	0.00317905524092192	3.48846209062889	7.93509203603533	9.123394533595	4.64651805131463	4.14546077233351
KCNB1	-2.72677938268129	6.70387603453563	-10.2228612929892	2.17466332907209e-05	0.00321963684255187	3.46876301205392	8.3741635106296	7.76036794112295	5.43755121590988	5.24342147048009
TFPI	-2.21790096448124	8.70090834064408	-10.2121659751725	2.18942406128321e-05	0.00321963684255187	3.46193546114915	9.94442766438946	9.67528998137994	7.5324050484861	7.65151066832082
