logFC	AveExpr	t	P.Value	adj.P.Val	B	PP1_Hom_96_d10_1	PP1_Hom_96_d10_2	PP1_Hom_120_d10_1	PP1_Hom_120_d10_2	PP1_WT_d10_1	PP1_WT_d10_2
RSPH1	2.6235046285365	9.91810714214366	8.41921329522533	1.69623456871194e-05	0.00557252199696534	3.52258926396799	8.71571365683351	9.32784441839311	9.1129568355994	9.01790748636661	11.6963340608914	11.637886394778
SERPINA5	2.9195183454147	7.18446598509641	8.39315636764783	1.73833469971942e-05	0.00562430290572856	3.49949828463031	6.14543003661566	6.56410796426827	6.45401842244449	5.68161638983764	9.07007072418631	9.19155237322612
KCTD16	2.70819442562064	7.87304381243909	8.32844159284089	1.84795851746516e-05	0.00588719377003851	3.44182769771202	6.61038626308125	7.24084130712364	7.22677927878717	6.80324249993678	9.691634126602	9.66537939910369
CLEC19A	-5.12550864115761	9.16005637505592	-8.30991372199578	1.88072951386062e-05	0.00588719377003851	3.42523158565798	9.97786235985112	9.91060374385441	11.9874022941043	11.5983686239574	5.84841881842038	5.63768241014799
PAX7	-3.93482281258851	7.93610403876195	-8.29791326135461	1.9022963853735e-05	0.00588719377003851	3.41446203811492	8.36794640183999	8.988681996998	9.53190417340677	10.1023139995877	5.16917914431425	5.45659851642498
GNA14	2.74888571504588	5.1348967964687	8.27287639043085	1.94817389026227e-05	0.00594304360752293	3.39194177595458	4.36432645300484	4.57550297064862	3.77321173454669	4.16136507428016	6.9424319882236	6.99254255810831
A_24_P178444	-3.5759740961178	8.43768126329685	-8.23123540747483	2.02719809437129e-05	0.00601783684760276	3.35433166164395	10.475417579896	9.02931402234191	9.79098967842666	9.2229692340132	6.01622864832336	6.09116841677994
PAX6	-4.97342597464943	7.45675879282193	-8.22549821025872	2.03835972735474e-05	0.00601783684760276	3.34913462808847	8.36435183735777	8.06625317686435	9.83921185673321	10.1884529331983	4.09996361168675	4.18231934109121
CRTAC1	2.81102743777298	6.72651401895886	8.21587405635191	2.05723559930225e-05	0.00601783684760276	3.3404083092957	5.45623321784106	5.98748469608383	6.21728038940021	5.49702118881302	8.6738638754416	8.52720074617343
HOXD1	-3.45943557325025	7.30534001605836	-8.1677213459826	2.15461299989466e-05	0.00621615553621047	3.29659127161389	9.28592549363459	7.78982727595434	8.42743127693937	8.3307567820388	4.92368251576996	5.0744167520131
FBLN2	-2.7278584662525	8.83090879407774	-8.15401410968331	2.18325215517367e-05	0.00621615553621047	3.28407037837437	9.6976509350801	9.49757537844356	10.1863720302231	9.57918145423415	6.80794382264188	7.2167291438436
ARMC3	3.44624198553365	7.98485653234446	8.05402195217669	2.40529660618018e-05	0.00675825049057521	3.19208571572188	6.51487146896677	7.78226990221703	6.45284964545836	6.59444579869082	10.2780748914694	10.2866274872644
FAM81B	2.94224191652376	6.93291273195352	7.94847725945759	2.66695910875049e-05	0.00733749840503201	3.09374614017235	5.75883874199338	6.53139356324432	5.45270806152281	6.06572133902187	8.77537767755139	9.01343700838732
FNDC5	-4.35907872762391	10.935220361494	-7.94345170501056	2.68017643341995e-05	0.00733749840503201	3.0890313940658	11.5646900203628	11.6892417701207	13.5111482650952	12.7879063605627	8.0145230193879	8.04381273343494
GRRP1	-2.42534493659982	9.29395933839985	-7.88930135853423	2.82725514403614e-05	0.00764217801844907	3.03804246995812	9.93725015150853	9.95986078685473	10.4420741867039	10.070445477332	7.70050702768992	7.65361840031002
EGR1	-2.57054948368943	12.5538367669973	-7.87457256654984	2.86877986478659e-05	0.0076574906540816	3.02411399536469	13.2567754951325	13.0599288733119	13.6023941704037	13.723647840727	10.9519285015346	10.728345720874
CHRDL2	2.9057139652186	9.11881624953191	7.82364798760863	3.01760123851955e-05	0.00787329342138355	2.9757590182424	8.2566663830992	8.76186940999379	7.89492538144614	7.68751853663037	11.125287138668	10.986630647354
A_33_P3377090	-2.30808476965532	8.5179464912955	-7.80072830663482	3.0873341698501e-05	0.00787329342138355	2.95389544887682	9.28609538548495	9.19081869190669	9.47685624429203	9.19546200303875	6.85721312760124	7.10123349544933
CAPSL	2.63366756585066	7.16180443102325	7.79759563271235	3.09700213963728e-05	0.00787329342138355	2.95090226614047	5.9604337054984	6.21190339742866	6.76890347341051	6.19442039328788	8.77353918734653	9.0616264291675
SFRP2	-6.37090128843897	9.03463652029228	-7.79236959494554	3.11320474500449e-05	0.00787329342138355	2.94590632808764	9.96333966950287	9.74670811613621	12.645018424334	12.278014922448	4.85797353336011	4.71676445597248
FAM150B	-2.67094147791288	8.67633718070357	-7.7797835247484	3.15260986874773e-05	0.00787329342138355	2.93386103657707	10.0573726967174	9.19911294486108	9.36701753610796	9.64310084901166	6.98896181143436	6.80245724608895
BMP4	-3.53412725335464	9.5156554886868	-7.76003669409783	3.21554370562746e-05	0.00787329342138355	2.91492448499268	10.392091926941	9.84015282948661	11.277925706098	11.2646211633611	7.12678332245177	7.19235798378232
DNAJB13	2.67817894669615	8.3584737395916	7.73719248049778	3.2900773132359e-05	0.00787329342138355	2.89295932480832	6.92460966708899	7.77131772422051	7.73809750320364	7.42896480159172	10.1371751312483	10.1506776101964
C1QL1	2.37064968233564	7.12224025129016	7.73529389646095	3.29635674497022e-05	0.00787329342138355	2.89113097715465	6.48885681133918	6.42387929777811	6.42462924945337	5.99072940347579	8.69373855187118	8.71160819382332
C5	3.18573435567802	10.1815977169124	7.73486148819445	3.29778874544577e-05	0.00787329342138355	2.89071450481965	8.53950450974681	9.86866976682415	9.2933802765171	8.77719050699091	12.2841698491694	12.3266713922262
CXXC4	3.01689173795813	12.7835318335423	7.72437854449281	3.33271502279616e-05	0.00787329342138355	2.8806110128061	11.7849649848952	12.5254767675671	11.3700586584346	11.4311046059948	14.799247828402	14.7903381559601
PSAT1	-3.4362514774442	13.7597430228965	-7.7176930713424	3.35520137372812e-05	0.00787329342138355	2.87416062137754	15.0426396075334	13.9294091661157	15.4934528796619	15.1551390748674	11.4990854772355	11.4387319319653
JDP2	-2.41407330087396	11.6605002553622	-7.64694967006672	3.60363669522524e-05	0.00834435939478618	2.80557351147178	12.728566813536	12.0802687994331	12.5093118761731	12.5426179334718	10.0551103874905	10.0471257220686
GCNT1	3.0865266080444	10.0961633348026	7.63864603459502	3.63409864060651e-05	0.00834435939478618	2.79748311915545	8.85583921976795	9.91736651935886	8.74595152537026	8.75012726398742	12.1625201480209	12.1451753323101
KLK12	2.15090611160848	5.96204081519905	7.56177732965159	3.92991644595321e-05	0.00892759955179627	2.72218800044032	5.2780794178702	5.20256559580413	5.24626224564412	5.25338118599976	7.43248357861748	7.35947286725858
TFAP2C	-2.45495493452889	8.48215661209994	-7.48062592950622	4.27119794869261e-05	0.00960075378909284	2.64190738707141	9.62311875496343	8.86693964432086	9.33702682752863	9.37481446762537	6.74344328403971	6.94759669412165
AGT	3.20132636047031	11.2949248487735	7.46808478700367	4.32678507332754e-05	0.00962439254748295	2.62942781005822	9.73142346791803	11.1555778749696	10.0814678217597	9.94279508315291	13.3996539803497	13.458630864491
CPB1	6.39905743837107	9.28623876075652	7.453517159888	4.39235370259381e-05	0.00966951762527714	2.61490703686936	7.94609881037157	8.98948483037474	6.1792521235699	5.49804269421513	13.4796512805674	13.6249028254404
PLCL1	4.18368101446443	7.56018554795334	7.44073586772512	4.45078124527244e-05	0.00969816150117834	2.60214498548382	4.76662904012941	6.60062484530235	6.92048947388073	6.37475747988163	10.393214878059	10.305397570467
NPY5R	3.92331453977273	8.48453030890744	7.38369915568332	4.72212200632363e-05	0.01016079884448	2.54494404419738	7.40794270160415	8.326941106232	6.60153697676479	6.37061439799852	11.0285138370105	11.1716328338347
FEZF2	-4.00522208812806	6.27161128436928	-7.37637428490528	4.75826488923857e-05	0.01016079884448	2.53756836976249	8.23643116308529	6.27962416282889	7.92612043919176	7.98456548987525	3.83744401036726	3.36548244086723
NKAIN4	-2.53034179439527	9.8460060798396	-7.30456326708739	5.12913211997971e-05	0.0107466401131919	2.46489888552629	11.2573463454808	10.3630741529969	10.6223319470785	10.5150609329958	8.15729574662458	8.16092735386092
NRXN1	-2.13833822305188	6.99820906585931	-7.30379556712961	5.1332644541799e-05	0.0107466401131919	2.46411846154601	7.84941098137388	7.69763607581903	7.73220780437037	7.5646990326098	5.47068351658044	5.67461698440235
LIFR	3.52028226285019	8.50696444320339	7.26767222657661	5.33189940392898e-05	0.011054114550631	2.42731116248179	7.71433957656313	8.21964893819335	6.78001234415358	6.62014723010327	11.0304698642973	10.6771687059097
ONECUT1	4.64680206706612	12.8634901520261	7.23284414930574	5.53142265892801e-05	0.0113574999479566	2.39166507124416	10.8503950449265	13.0179688778793	10.7573594749485	10.6325011209286	15.9174311219174	16.0052852715563
TCF21	2.88041749889392	6.35833941067005	7.2121104642668	5.65408219336296e-05	0.011498787729245	2.37037017539165	5.9604337054984	5.77739315676443	5.01843347815103	4.83654063707447	8.21670632253196	8.34052916400003
VAT1L	-6.06181359514229	8.21394292071461	-7.20271671518022	5.71063470463826e-05	0.0115042352342307	2.36070386976636	9.84914098636514	8.26626730582504	10.8782260297584	11.9445554877662	4.19201639683792	4.15345131773493
NFE2L3	2.41679764905651	11.540522832531	7.18388458830843	5.82588638866472e-05	0.0115426874258371	2.34129090601724	10.8833666641058	11.1062158183103	10.682086085795	10.268025896504	13.1924566922342	13.1109858382364
THY1	-3.18236954147337	10.1071534326637	-7.18195638780238	5.83783011140962e-05	0.0115426874258371	2.33930063800276	12.1480833725579	10.6471414337264	10.838694779957	11.0378535330447	8.01633107141581	7.95481640528047
VIL1	4.25115997655025	11.5844242724113	7.16237767502108	5.96063768941442e-05	0.0116773813963078	2.31906433978523	10.1796595823484	11.6102897452631	9.591691227903	9.28784323206367	14.4344065524763	14.4026552944133
SERPINA1	2.61709737145918	7.88222278330054	7.14664847458791	6.06135242304981e-05	0.0117129944175516	2.3027707016583	6.7854308785053	7.5380154305519	7.20240286422167	6.51357879797774	9.53570987862479	9.71819884992187
RSPH4A	2.4955438723587	7.65531767995318	7.1424547418623	6.08851915495093e-05	0.0117129944175516	2.29842103071045	6.23611925727361	7.06301009566184	7.11012717762842	6.88462235943723	9.32507649234125	9.3129506973767
ATP6V1B1	-3.65845413580309	6.94805325764591	-7.12692162349755	6.1903109791677e-05	0.0117477425050784	2.28229032516452	9.14491139891262	8.4714024985045	7.89744907680505	7.15638890409893	4.46623066396354	4.55193700359084
FGFBP3	-3.23726854186968	10.3517947289785	-7.11678067336295	6.25777294109719e-05	0.0117477425050784	2.27174221011068	12.3157209310448	10.6322413272749	11.2166326664386	11.558942046982	8.19154779824023	8.19568360389054
CACNG7	-2.78706351792247	8.05339387105409	-7.10932922745556	6.30785690973957e-05	0.0117477425050784	2.26398300026179	9.54110209768332	8.42223314441596	9.3103416151293	8.65598331755109	6.29267680873084	6.09802624281406
SEZ6L	4.36761092545071	7.25767563372863	7.10655162811184	6.32663851308428e-05	0.0117477425050784	2.26108881669084	4.82386185052239	4.94673380517355	6.96145867737554	6.47516696790877	10.1759625690019	10.1628699323896
DUSP6	-2.54467784613895	12.7177517774008	-7.09716388033116	6.39057192421819e-05	0.0117641614542892	2.25129954500103	14.1633832340695	13.4908338670791	13.1402506561947	13.4694431471118	11.0961950637741	10.9464046961756
DRD5	2.46903325850099	7.63630211027317	7.06836689364221	6.5911483765194e-05	0.0120296908061705	2.22119861651562	6.2998577934998	7.01724958009835	7.21718534343792	6.71887137938863	9.2103402990533	9.35430826616104
CAMK2N2	-2.72890254249021	9.42172991366586	-7.0498852630836	6.72350722625264e-05	0.0121591866528262	2.20182256126454	11.0854729743708	10.0161253588841	10.0101669986919	10.2136910460369	7.72232494093136	7.48259816308008
CLEC4GP1	-2.24696161160824	6.40841201032102	-7.0426681882317	6.77598207214722e-05	0.0121591866528262	2.19424396514113	7.36468864845858	7.43247381369518	6.97677756206558	6.85565683254242	4.84642495719347	4.97445024797092
CNR1	2.29564803202122	11.7659336783088	7.01826883239831	6.95673956089968e-05	0.012379518048621	2.16857132766773	10.9365126082755	11.4720730013337	10.7663140960334	10.8279709648976	13.3101258161513	13.2826055831612
Q6IHG2	-3.11815522060088	9.98233510025424	-6.98536650143294	7.2089103469535e-05	0.0126409953782617	2.13382685062509	11.9335361739921	10.9977817400722	10.8651469872287	10.2904157938585	7.87185502675903	7.93527487961496
ENST00000452919	3.13002427615734	6.32424866909384	6.96374364314657	7.38007965941188e-05	0.0126409953782617	2.11091484296287	4.29337347151849	5.45828558825409	5.89245324255468	5.47951667250498	8.35775176376241	8.46411127596839
ENST00000414404	2.65871834339977	8.30871312587563	6.95439559902654	7.45545463044082e-05	0.0126409953782617	2.10099013518096	7.46673831229239	8.0725435433342	7.2949560241338	6.85565683254242	10.1468310138098	10.0155530291412
PPP2R2B	-3.3521241201912	9.52902946449467	-6.95134871271585	7.48020417960523e-05	0.0126409953782617	2.0977527661162	11.5921200673925	10.9451284626042	10.0009831778186	10.047384977085	7.1834496277217	7.40511047434603
STAMBPL1	-2.32279054707584	6.77868090282251	-6.94591350646386	7.52457763612433e-05	0.0126409953782617	2.09197468021672	7.70434133890161	7.96542804495111	7.35098549081787	7.19102279938723	5.27115848684448	5.18914925603276
ALPL	-3.00621456712107	9.30640534994709	-6.9445046922838	7.53612631896992e-05	0.0126409953782617	2.09047634541778	11.2387070346366	10.2438965160374	9.87504494149952	9.87625899710956	7.23143560311437	7.37308900728505
A_33_P3416414	-3.06125121706687	8.60880715732246	-6.94217422006475	7.55527290380694e-05	0.0126409953782617	2.08799720366519	9.86614859764288	8.68164901151911	10.2391359133637	9.7299633961867	6.5873873493686	6.54855867585384
NXF2	3.27933597008175	9.33352160030714	6.9395063696535	7.57725675947126e-05	0.0126409953782617	2.08515826755406	8.17613248579049	9.30313015993059	7.62427893458544	7.85809686081303	11.4300935456482	11.609397615075
