logFC	AveExpr	t	P.Value	adj.P.Val	B	ES_Het_82_d0_1	ES_Het_374_d0_1	ES_Het_374_d0_2	ES_Het_82_d0_2.2	ES_WT_d0_1	ES_WT_d0_2
CHRNA9	-2.41476699907717	9.00550530519776	-10.2537787319913	5.84267094346409e-06	0.00651634546052987	4.45921752206635	9.73922830331782	9.92048923474823	9.74324027352771	9.83875274130016	7.08644267649477	7.70487860179786
APC2	-2.37504421769138	8.31689757526669	-10.098237270156	6.56850815172415e-06	0.00651634546052987	4.35841792042719	9.29456099588651	9.15140364615129	8.72819649032044	9.26015479229702	6.67003489794377	6.7970346290011
PDYN	-2.5142088048993	7.13069840439104	-10.0951784450488	6.5837547045206e-06	0.00651634546052987	4.35641587700347	8.14786203151979	7.91694410950927	7.56136179843534	8.24890408463216	5.39824256396557	5.51087583828412
LONRF2	-2.19082670538002	8.80471146829259	-10.0929587833388	6.59484315800376e-06	0.00651634546052987	4.35496259671817	9.2668651099041	9.63170713839635	9.68838843008295	9.55298746862699	7.25100078197069	7.43731988077447
GADD45A	-2.00816129093193	12.2464718681349	-10.0629346605732	6.7468910210898e-06	0.00651634546052987	4.33526507802499	12.8713209884078	12.9076813131828	13.0341485424444	12.850285016414	10.8020292018712	11.0133661464895
TLR4	-2.11566028228384	6.32666047364205	-9.99146297929412	7.12478500051631e-06	0.00651634546052987	4.28807575915244	6.99836031145684	6.97992687543687	6.86280261353975	7.28643247051319	4.90391249361315	4.9285280772925
RRAD	-2.03482729046108	7.12682629129785	-9.88610524755549	7.72554752973502e-06	0.00651634546052987	4.21773487938006	7.78744809939981	7.74711460627662	7.94625202821176	7.73959348525133	5.62436716679407	5.91618236185353
NDRG1	-2.07351924004908	11.9613166528052	-9.85006153353396	7.94385048534044e-06	0.00651634546052987	4.19345550558122	12.5788964327306	12.7097453165271	12.7735912557389	12.5477259262894	10.409481214298	10.7484597712469
GJB2	-2.68219515051355	8.28513215744376	-9.84023483817632	8.00455171547006e-06	0.00651634546052987	4.18681697515721	8.92281347385201	9.1807274229458	9.4073543548375	9.20589357882445	6.10886870643499	6.88513540776779
SERPINE1	-2.35026666141131	10.2680499905961	-9.6753810526751	9.10384855632421e-06	0.00687373243109325	4.07420976582425	10.8615215186204	11.1273622834607	11.2389385547263	10.9780664874586	8.40952929687808	8.99288180243229
DDIT3	-1.97077125869337	8.93234273312599	-9.67326029917254	9.1190436143631e-06	0.00687373243109325	4.07274576942783	9.50502401599608	9.60762643829598	9.60873625605925	9.63567923374382	7.45861748932247	7.77837296533837
CH25H	-2.25820401086248	11.6933297989248	-9.58211657089377	9.79952859973298e-06	0.00710796083946721	4.00945378637735	12.1755470081137	12.5346569785849	12.6132161634545	12.4608377266962	9.95828195051335	10.4174389661864
FOXO4	2.06082491496024	8.1354958310294	9.54057306416949	1.0128285394288e-05	0.00710796083946721	3.98036113914311	7.47498176450194	7.65703851894082	7.40899090190498	7.25320558548952	9.63890210154802	9.3798561137911
AREG	-1.93657462403859	7.51871169880055	-9.29581071969379	1.2332793672536e-05	0.00836656722744844	3.80579306844805	7.98742859367157	8.18607214864949	8.26504460146967	8.21840095012961	6.09171502975722	6.36360886912577
NUPR1	-1.96316631237934	9.11538279901953	-9.11601896349208	1.42924158291761e-05	0.00938320151469003	3.67403506920347	9.9154068681065	9.71816127031725	9.64676939885349	9.79874874197334	7.61357782749639	7.99963268737023
C4orf26	-1.81614705457999	6.72960048719821	-8.88628940556976	1.73179897902299e-05	0.0110142415065862	3.50118485778973	7.40503407092967	7.33957859023872	7.14498473399204	7.45033395973907	5.44946908395059	5.58820248433917
FOSL1	-1.99733758391072	10.188398214321	-8.72985645991945	1.97840541211102e-05	0.0121042504094859	3.38051191669526	10.9278346176916	10.723807252178	11.0048526063382	10.7602151596238	8.60612725572481	9.10755239436957
MMP1	-2.02230417227884	7.81049933060245	-8.70438732313	2.02213302831427e-05	0.0121042504094859	3.36063219093861	8.45049940816989	8.33398716812856	8.32314161234911	8.8307746968007	6.34448091117252	6.58011218699392
CDC42EP1	-1.67703797949673	14.0270704591849	-8.62651523330841	2.16262771844563e-05	0.0124508091548379	3.29944009132794	14.6078210614495	14.5505085100478	14.5263792025433	14.6596237020278	12.8392408543275	12.9788494247132
CAPN2	-1.7085568582698	13.5994584390641	-8.60549606353506	2.20238369484161e-05	0.0124508091548379	3.2828166769455	14.1649478275206	14.2126079957279	14.0647150015418	14.2336387424926	12.3572926716764	12.5635483954254
LYPD1	-1.71204620624443	10.7426453930562	-8.56574631675692	2.27980400127449e-05	0.0125401543334969	3.25125518963204	11.1589090399067	11.3926304006281	11.4099259186465	11.2918444880359	9.55596672277085	9.64659578834889
CXCL1	-2.14332291578326	10.1419996564197	-8.49811050728376	2.41857736900324e-05	0.0129533912141984	3.19717480912955	10.7373192234394	10.6911297103466	11.1261023385364	10.8712112410677	8.40616351021177	9.02007191491672
FOS	-1.769122138062	9.13219007158792	-8.38394259697188	2.67459883141677e-05	0.0139572911325626	3.10479789010717	9.96752108082835	9.72471849538503	9.63468580415103	9.56066442340327	7.94339899803265	7.96215162772719
FLRT3	-1.78019655532508	8.01736797547184	-8.29125625756687	2.90464030072617e-05	0.0143328534946066	3.0287810636653	8.34782250738013	8.59142506756816	8.7733772879946	8.73044244604458	6.80770990627564	6.85343063756794
HMOX1	-2.42931172475257	15.403783454562	-8.29109528535473	2.9050584467521e-05	0.0143328534946066	3.02864823747542	15.8608283721923	16.2260948821371	16.5425224870273	16.2247703765615	13.3884673569549	14.180017252499
GPR56	-1.84809562453437	9.75072955504764	-8.24608633860776	3.02463729192263e-05	0.0143328534946066	2.99139889304065	10.2722822654775	10.3986979930503	10.300811751357	10.4952537096849	8.26797374340243	8.76935786731369
AGPAT9	-1.82125000335036	10.468301367662	-8.20619388720444	3.13519770155991e-05	0.0143328534946066	2.95819953591585	11.1763183582454	10.9162666091816	10.890872150742	11.3180816902796	9.16086381447972	9.34740558304387
lincRNA:chr7:130528285-130800860_R	-1.92325901012657	7.19358012044629	-8.17170034034926	3.2344150562139e-05	0.0143328534946066	2.92935270301654	7.69604145278884	8.17973526810999	7.82354278399815	7.63934632372362	5.77645345660189	6.04636143745527
KLK6	-1.57682603289201	8.4119758065241	-8.11543432716224	3.40381639059428e-05	0.0143328534946066	2.8820160167538	8.84294630779265	8.9251090304588	9.03757390690429	8.94470869146335	7.34017514194158	7.38134176058394
KCNA1	-1.81996962187732	6.62713050727228	-8.10316871904655	3.44203658172191e-05	0.0143328534946066	2.87165034287829	7.06810375643449	7.51133754237665	7.32790529292338	7.02780159985769	5.37450642922734	5.45312842281413
DACT1	-1.70483914188439	12.6532466961907	-8.08781986556917	3.49053604682638e-05	0.0143328534946066	2.85865541959436	13.3011543316183	13.244726951958	13.1481461256755	13.1920782313567	11.3167365298025	11.716638006733
KLF5	-1.67182758919128	8.67508648854966	-8.08336095857715	3.50476698728598e-05	0.0143328534946066	2.85487541428595	9.39227494912817	9.17496637503305	9.11208019858334	9.2501278837091	7.68566466779233	7.43540485705194
EOMES	-2.35179383436514	5.37744328664592	-8.0639300986585	3.56753735643371e-05	0.0143328534946066	2.83837711048959	6.20213902927884	6.23260712580339	6.23192176704953	5.97883033693877	3.3133610780656	4.30580038273939
PEAR1	-1.86623924901766	6.6441873956796	-8.01846345117816	3.71934130600457e-05	0.0143328534946066	2.79960696245611	7.09860428145428	7.39194066810341	7.54813981105585	7.02638382079508	5.49673593517899	5.30331985749
DKFZp686F0839	-1.69976270162108	5.7605678136273	-7.97925311229627	3.85601866137326e-05	0.0143328534946066	2.76598452017203	6.39768791095432	6.42777479630287	6.13425888418937	6.34889993189074	4.46824150252381	4.78654385590268
lincRNA:chr6:155240958-155286533_F	2.07243119480031	6.77687590709162	7.93612601221357	4.01281142554074e-05	0.0143328534946066	2.72880204234239	6.03048721376713	6.1189571806485	5.72429139249553	6.47052624838822	8.34580467355426	7.97118873369606
ITK	-1.55140321371361	5.64972361859736	-7.93244422039257	4.02652078852342e-05	0.0143328534946066	2.72561792739636	6.20816084384336	6.27304822095203	6.07830925370313	6.10791377417575	4.59138889100184	4.63952072790808
LY6K	-1.76914038424487	13.2622605200689	-7.92176948873282	4.06656298695259e-05	0.0143328534946066	2.71637736797805	13.5936131782201	13.7700905827927	14.1023756529081	13.9418165120147	12.0180389588145	12.1476282356636
G0S2	-1.87481992591599	9.86126699152297	-7.9023587681167	4.14051039195492e-05	0.0143328534946066	2.69954108946675	10.4516810788473	10.4056076846895	10.3887485113038	10.6987905924726	8.32819753898523	8.89457654283939
CABP7	1.99121048132169	8.5568653117933	7.87876717424569	4.23239804883029e-05	0.0143328534946066	2.67902021739957	8.19783481071737	7.87201999048477	7.46177810760398	8.04088102993815	9.9321895287137	9.83648840330183
lincRNA:chr4:90548934-90641190_F	-1.50223896632728	9.25268418803573	-7.87463304982178	4.24873164782076e-05	0.0143328534946066	2.6754176030064	9.79708373744809	9.77712447011962	9.72442381753596	9.71509001547563	8.2645719054048	8.23781118223029
ITGA3	-1.56996427287184	9.68568834902533	-7.86583267965945	4.28373425536805e-05	0.0143328534946066	2.667742104876	10.1867581831647	10.1853250220075	10.1463040150174	10.3176518730742	8.7531201116073	8.52497088928092
TAC1	-1.66497254284608	10.0194517238568	-7.84041993591527	4.38661693153546e-05	0.0143328534946066	2.64552743168534	10.6438108269829	10.4650838416045	10.6696658525709	10.5192097647303	8.72045397456922	9.09848608268294
HCN4	-1.64438819937808	9.17945803725501	-7.8264815315262	4.44420632090534e-05	0.0143328534946066	2.63331135512458	9.61774007065683	9.7796349897336	9.93800732301082	9.57496736478955	8.14480768179327	8.02159079354597
HBEGF	-1.60520028694013	8.56829250543946	-7.81417988663219	4.49572934223357e-05	0.0143328534946066	2.62251105293717	9.29759955163929	9.09477100913496	9.07839398344271	8.94267252679436	7.54504156663114	7.45127639499426
FILIP1	-1.78907050998663	8.85150124108033	-7.80250828451273	4.54522578949119e-05	0.0143328534946066	2.61224762922602	9.75482595721927	9.46162989864571	9.15282171874445	9.42215473636073	7.65383776525414	7.66373737025768
SPOCD1	-2.19500275304001	9.82960959775139	-7.78588159921923	4.61678101933081e-05	0.0143328534946066	2.5975995361815	10.2873834788006	10.4274352610046	11.0033490405366	10.5269409480505	8.0605312604436	8.6720175976725
lincRNA:chrX:133675909-133682959_R	-1.74902836451347	6.59450568501384	-7.7801783554712	4.64161236561886e-05	0.0143328534946066	2.59256755054104	6.97442349241851	7.44897076026176	7.20588808599388	7.08077822073252	5.29661699200098	5.56035655867541
LOC399815	-1.90164804108327	5.9196427764099	-7.76308103139723	4.7169430666435e-05	0.0143328534946066	2.57745974106989	6.78476183056071	6.62969317194582	6.66648866203116	6.13315816254626	4.566102959603	4.73765187177244
SGMS2	-1.58345011274047	7.84393014123229	-7.74521581920418	4.79710646563241e-05	0.0143328534946066	2.56163679258179	8.57006473193601	8.35892820059945	8.25666102175686	8.30133342762414	6.7310464871509	6.84554697832639
EGR3	-1.97711130099528	5.13169706918272	-7.73932345248679	4.82387616200919e-05	0.0143328534946066	2.55640979158516	5.41201350309868	6.06350533159511	5.87095963997333	5.8164582033908	4.03273629920357	3.59450943783483
MADCAM1	-1.66643190138946	7.95028868521359	-7.73885005494046	4.82603402931713e-05	0.0143328534946066	2.55598967287831	8.73210353143196	8.44718606743342	8.35670830953886	8.48706603430274	6.70324897242899	6.97541919614558
PRDM1	-1.62930950437811	7.67355899451133	-7.73157930715979	4.85931058926817e-05	0.0143328534946066	2.54953390337606	8.04807170408069	8.24459085190335	8.43078062281988	8.14320547174555	6.6660454680348	6.50865984848371
ZBED3	-1.56740724111603	13.341875406098	-7.67884084873356	5.10842740875694e-05	0.0148523878032887	2.50252013023802	13.8749659893321	14.0101730071054	13.7221872391555	13.8500517102871	12.3994581521513	12.1944163385567
FGF1	-1.63112673914253	8.55141542170089	-7.62066617033468	5.39974804148662e-05	0.015367609420699	2.45027719295508	9.08545831074828	8.99953880637599	9.0709522272231	9.22454799464622	7.26197478989757	7.66602040131417
PDGFB	-1.49676492352305	8.25677745698093	-7.58103200680066	5.6087428299651e-05	0.015367609420699	2.41445243768604	8.77527010405442	8.76017978575276	8.84394075420296	8.64340574861096	7.33845566653772	7.17941268272674
lincRNA:chr7:130589527-130590094_R	-1.88101357003562	9.51467928418302	-7.56020817338015	5.72212471883841e-05	0.015367609420699	2.39555432632337	10.0054000743422	10.1817189508909	10.3462474466509	10.0333687582289	7.93627442817741	8.58506604680779
IRX1	1.97796391752254	8.66248827208213	7.5318802451825	5.88045794308161e-05	0.015367609420699	2.36976193423671	8.26900503995313	7.63121518942394	7.79430485800553	8.31814277758253	10.0504874483456	9.91177431918209
HPN	-1.48344167272635	9.32897424575056	-7.5236123681645	5.92757901898377e-05	0.015367609420699	2.3622157503121	9.91194690928449	9.83150796748944	9.68389320468026	9.86647113184984	8.37927763813102	8.3007486230683
NUAK2	-1.46629578760748	13.2924470518082	-7.51286027367598	5.98948448086226e-05	0.015367609420699	2.35238977084081	13.8065396659866	13.8194835019185	13.7973475692844	13.7014785201864	12.2283182215759	12.4015148318971
OBFC2A	-1.70253532497577	10.5417751481319	-7.47769389911275	6.19700529368253e-05	0.015367609420699	2.32015404580495	10.8291417690516	11.1400235653019	11.3945321207459	11.0734502373959	9.32916591156473	9.48433728473135
NOS1AP	-1.5062035853029	7.76092981869776	-7.45672739563758	6.32450875369754e-05	0.015367609420699	2.30086290253971	8.43738009567197	8.26637029684354	8.16292077234479	8.18531955700129	6.81548773923241	6.69810045109259
CSF1R	-1.55015926786099	8.27526573102829	-7.45584175931818	6.32995808458198e-05	0.015367609420699	2.30004684837436	8.62345995454196	8.95488336393318	8.70738783359483	8.88221079585784	7.3113619911882	7.17229044705372
IFITM10	-1.56755369290482	6.55891117350239	-7.44990540056347	6.36661893690673e-05	0.015367609420699	2.29457440886025	7.21345898195028	7.02188091147769	6.92725806125712	7.16311832986422	5.37258119050603	5.65516956595899
TGFB1	-1.42895917197117	10.22426855643	-7.43331636458413	6.47031820368707e-05	0.015367609420699	2.27925882935647	10.6672708088838	10.7136717068229	10.6577729618376	10.7636376441371	9.22582194478588	9.31743627211246
FAS	-1.68513339588595	8.6503716703124	-7.42531601954869	6.5209956069238e-05	0.015367609420699	2.27186052659466	9.44985833931257	9.15679364808556	8.90811365835872	9.33356556334068	7.56994157167378	7.48395724110309
MMP10	-2.22867207588633	9.79868498791149	-7.41360767213364	6.59595420937543e-05	0.015367609420699	2.26101903314251	10.7395148479911	10.3179506046181	10.2314409931721	10.877396273713	7.92721564016254	8.698591567812
MEF2B	-1.65095214909304	11.6475538306005	-7.40847748721647	6.62909828486126e-05	0.015367609420699	2.25626334209462	12.3565860707557	12.1387757446811	11.9332983473127	12.3628246917765	10.4364876626503	10.6573504664267
TSC22D3	-2.07756693334986	12.0504479814244	-7.40322994034587	6.66319127145767e-05	0.015367609420699	2.25139549197169	12.5198958831787	12.9087262510061	13.0262288022208	12.5170302337583	10.304828506379	11.0259782120033
Q6P4E4	-1.58155084757386	10.3362102312689	-7.39445339845851	6.72064615635101e-05	0.015367609420699	2.24324638326838	11.0731080087006	10.7070361945444	10.701848584658	10.9715826006043	9.25705286951924	9.30663312958672
ITGA2	-1.48503977551091	5.97405063972586	-7.38963385045774	6.75242981894027e-05	0.015367609420699	2.23876732804722	6.55353578584832	6.52214504820615	6.50969375847373	6.29088100038978	4.9317452674292	5.03630297800798
SLC7A11	-2.03964392636305	13.562623171272	-7.38910825236253	6.75590604243869e-05	0.015367609420699	2.23827868854885	14.1642197241528	14.3548259497656	14.3492192319962	14.1017530143242	11.7609228960894	12.6447982113039
TIMP3	-1.551199730759	7.98503409088903	-7.35749530447916	6.96867388241719e-05	0.015367609420699	2.20882563401121	8.67914060932599	8.51868734539373	8.28353385650246	8.52704086001261	6.86944026032956	7.03236161376985
CCDC19	-1.54028875675104	7.08974114195329	-7.35737005766121	6.96953144538494e-05	0.015367609420699	2.20870869739892	7.37799186201808	7.79038264704178	7.62016004435184	7.62414835673618	6.06331551130623	6.06244843026562
PLK2	-1.89355370482298	13.6191898281007	-7.35000863521867	7.02014057532367e-05	0.015367609420699	2.20183227838089	14.1890418844122	14.3492508615287	14.4156556989787	14.0475491405806	12.0024906459962	12.711150737108
SLCO4A1	1.42768452022183	10.1811372977369	7.33901272571616	7.09649500434835e-05	0.015367609420699	2.19154824856042	9.664845442355	9.77346431983653	9.61633693500993	9.7663231334502	11.1721824039676	11.0936715518019
EFNB2	-1.72117400538152	10.5565155669812	-7.32724227992487	7.17924678656752e-05	0.015367609420699	2.18052310130761	11.296390495683	11.0763539750412	10.8740708370069	11.2741456340357	9.19249715626769	9.62563530385269
PCSK1	-1.6710858840976	9.19492057650449	-7.31311586417867	7.27997385635938e-05	0.015367609420699	2.16726828911319	9.48429181520952	9.73206988000286	9.75072969215417	10.0407054307815	7.97407746393087	8.18764917694799
PPP1R15A	-1.48787415296679	9.66315689540539	-7.30750305501012	7.32042837701217e-05	0.015367609420699	2.16199485372173	10.2604102243502	10.2194298047291	10.132109674387	10.024510082111	8.55337161050375	8.7891099763513
MAP3K14	-1.48190473494906	10.8005696126879	-7.30675860468537	7.32581267258852e-05	0.015367609420699	2.16129511929553	11.1493542051248	11.4682959091149	11.3242656401166	11.2362356763273	9.83946068282219	9.78580556262147
BHLHE40	-1.45268741446676	8.85829997178467	-7.30493017375663	7.33905553550282e-05	0.015367609420699	2.15957621926876	9.21154939065161	9.38542217006552	9.43667719490767	9.33646768413622	7.96646983828522	7.81321355266177
INHBE	-1.8954228018766	8.23047200926692	-7.29657734291281	7.39989054259289e-05	0.015367609420699	2.15171842326891	8.63627137690963	9.03627388398297	8.83097031102144	8.94560286765576	6.60912423164935	7.32458938438235
ARHGAP9	-1.46593426140354	9.64364607441946	-7.27805203268428	7.53681254484231e-05	0.0154761204466736	2.13425974045278	10.251546729729	10.0574126399821	10.1034644681345	10.1167394750371	8.54403595992892	8.78867717370528
ARAP2	-1.69126025898542	7.60503970720852	-7.26226009817427	7.65574517419736e-05	0.0154761204466736	2.11934293401499	8.13390304256237	8.43708647628263	8.14055988644404	7.96362310219228	6.27231100564485	6.68275473012496
LOC728730	-1.49675478526503	7.1624365074698	-7.24999233606008	7.74956861339327e-05	0.0154761204466736	2.10773328215981	7.80839464200311	7.71991356419792	7.63934632372362	7.4777645469746	6.24836590105923	6.08083406686033
CCDC70	-1.70746766033655	5.00362720956897	-7.24911715686825	7.75631036537296e-05	0.0154761204466736	2.10690432554501	5.74785416236689	5.46384163502337	5.30934216764182	5.77009442035918	3.68770286096695	4.04292801105559
SESN2	-1.50961508219264	10.4267676807975	-7.18538255966953	8.26515117923266e-05	0.0160420952350161	2.04627468848518	10.8801443816497	11.0546381521377	11.0483961730398	10.7367121259529	9.52157567447505	9.31913957752973
LOC375190	-1.48189021283236	7.32664958586446	-7.17362703963738	8.36297639637219e-05	0.0160420952350161	2.03503536871901	7.91910466663008	7.92092580270449	7.59107036312653	7.85135112810654	6.35359943047825	6.32384612414084
MGC16121	-2.06609501495934	10.5429999546298	-7.17279276275411	8.36996741697306e-05	0.0160420952350161	2.03423705491967	11.0194413335728	11.3696985820072	11.5161327013404	11.0215205548779	8.76217186652359	9.56903468945692
PADI1	-1.58553988797973	8.95250803857123	-7.1687892586284	8.40360569996265e-05	0.0160420952350161	2.03040489092053	9.54284337127778	9.25513580893549	9.48406918571574	9.64203697232886	7.72031065018139	8.07065224298809
SGK1	-1.43729488659432	12.2787918913586	-7.15756642435081	8.49870128918264e-05	0.0160420952350161	2.01965143078703	12.9081359009879	12.7900410814967	12.7253457281152	12.6080380369606	11.3431399169248	11.2980506836667
SAP30	1.39009304603609	11.0527759980811	7.15590215110731	8.51290431103451e-05	0.0160420952350161	2.01805538902764	10.5293642571146	10.6026949701317	10.5446806557569	10.6809067146067	12.0327855453077	11.9262238455694
PIK3CD	-1.49485120613867	10.0614966006272	-7.14563316947601	8.60112278479679e-05	0.0160596376987325	2.00819955558968	10.3121860235464	10.6335010442371	10.6900373972439	10.6033968789995	9.07400594245149	9.05585231728466
EFNB1	1.53861296791803	9.74378416673405	7.13027867693261	8.73491992886075e-05	0.0161257091583905	1.99343755567724	9.37147175055654	9.16504165502287	9.03566482940157	9.35147447473117	10.6287282054792	10.910324085213
KLHDC8A	-1.43189736954324	9.65002895043566	-7.1234708416049	8.79497698791935e-05	0.0161257091583905	1.98688271663703	10.0250726441004	10.2657833703759	10.088505355677	10.1299509243136	8.79001641029307	8.60084499785393
AXL	-1.36121950247887	12.9205565525258	-7.11386933363676	8.88045597982675e-05	0.0161370571519138	1.97762787857164	13.415803211816	13.3587089554433	13.3172902792029	13.4053831002795	12.0392523348674	11.9869014335457
E2F8	1.41027218990344	8.24826031519694	7.10434030711748	8.96619800577406e-05	0.0161486780365941	1.96843115084492	7.66152916115624	7.81610291466112	7.7461895948431	7.88885667025606	9.25835754119242	9.11852600907271
ALOX5	-1.39491074877128	8.50080999954863	-7.08127346733387	9.17756412362049e-05	0.0162961516567758	1.94612012629326	8.92974312171308	8.98520576467623	9.08245587718772	8.86571623297917	7.51517125567306	7.62656774506248
SLC6A9	-1.43415035656087	11.2008221919461	-7.07003083850418	9.28257284122709e-05	0.0162961516567758	1.93522090365442	11.7014407837845	11.8220467884747	11.5611635429554	11.6308381279844	10.1447646406375	10.3446792678403
ULBP1	-1.56388272399296	7.26657696661093	-7.05494933506708	9.42552744782789e-05	0.0162961516567758	1.92057430098895	7.66663615921725	7.92918782802069	7.97120822792696	7.58445261660278	6.09187258664087	6.35610438125705
GOLT1A	-1.36181361313525	8.73473401262894	-7.05385878936088	9.43595839765005e-05	0.0162961516567758	1.91951405701688	9.13616920144904	9.20475860623155	9.2515687810125	9.16219094600299	7.76736199241619	7.88635454866136
KCNF1	-1.8383079968753	9.18646248234981	-7.047546398584	9.49658676064425e-05	0.0162961516567758	1.91337402160364	9.38166049773217	9.99683392717947	10.1268437272812	9.69158910637342	7.8634167662639	8.05843086926865
FOXA2	1.61253780112367	5.71064467860359	7.03381579400413	9.62995575689327e-05	0.0162961516567758	1.90000040193601	5.1489934250012	5.21610185914047	5.1003520221184	5.22708100665605	7.07836577526172	6.49297398344368
VGF	-1.46723541539029	14.7787069734034	-7.03373281318913	9.63076803381694e-05	0.0162961516567758	1.89991950384807	15.1283230685145	15.361099517535	15.1660363096523	15.415682885099	13.9069796208354	13.6941204387844
NRCAM	-1.61507793541277	7.33367311030795	-7.00377553401496	9.92901709137757e-05	0.0162961516567758	1.87065534449789	7.94214169755135	7.81097229037375	7.63146858597756	8.10354711454615	6.07170335241655	6.44220562098231
SERPINB8	-1.55916137356606	7.69322007895943	-7.00374178086362	9.92935883132136e-05	0.0162961516567758	1.8706223060837	8.20312919080116	8.47195968052789	8.2376698567557	7.93900341917438	6.59752124107634	6.71003708542111
GDF15	-1.97212774181079	13.3888630777099	-6.99808245210286	9.98684181192631e-05	0.0162961516567758	1.86508070520287	13.7518655287202	14.2147940715941	14.3971261559527	13.8211702103204	11.7683615185465	12.3798609811255
Q6TXG5	-1.36441419335613	8.07127929666047	-6.99650681599798	0.000100029111984766	0.0162961516567758	1.86353709909446	8.51665283509912	8.4100949461401	8.56064286807199	8.6169454618055	7.15636184426532	7.16697782458079
GADD45B	-1.36561434297707	12.1865994811685	-6.99591664671642	0.000100089374857359	0.0162961516567758	1.86295884315015	12.6431952896578	12.7269715541163	12.6335526709997	12.5634975338696	11.2040927610788	11.3482870772888
RGS9	-1.69646340115964	8.00582645775967	-6.98050230752001	0.000101677635364183	0.0163190214559296	1.84783947553659	8.87905996579903	8.4689117861223	8.27100404048994	8.66628124017358	6.71873405908765	7.03096765488551
S100A3	-1.42563369714783	7.58158552824187	-6.97900380050317	0.000101833516357265	0.0163190214559296	1.84636797992346	8.19632352842187	7.93405607142462	7.93609637886736	8.16071106378408	6.58872030157467	6.67360582537863
LOC284080	-1.54425101650397	5.67955416342548	-6.94982206748819	0.000104922334418849	0.0166826511725971	1.81765334326985	5.98382565611641	6.06109860085854	6.466161974421	6.26613177764461	4.7049352178818	4.59517175363054
