logFC	AveExpr	t	P.Value	adj.P.Val	B	PP2_Het_82_d14_1	PP2_Het_82_d14_2	PP2_Het_374_d14_1	PP2_Het_374_d14_2	PP2_WT_d14_1	PP2_WT_d14_2
PRDM1	-4.30835335923981	9.49875804785223	-18.7593081582252	1.27599281766727e-07	0.000158888126721894	8.3345507689708	10.736418792801	10.8433575266989	11.2456759835165	10.9140510340456	6.37608649839025	6.87695845166113
RSPO3	-4.04079232610008	8.3545364060729	-18.7266621481603	1.29260646743462e-07	0.000158888126721894	8.32319147806832	9.59800484181412	9.57375322257773	9.78985008258223	9.8442605787843	5.38447482366203	5.936874887017
ZFP42	-3.82632657035965	11.6762470994859	-18.633908323019	1.34115824432665e-07	0.000158888126721894	8.29076646162827	12.8250689560348	12.9974805050344	12.9531848833927	13.0310228139612	8.86172630673234	9.38899913175996
FGB	-5.19802271073233	13.9372862621582	-18.5279461478492	1.39916264023992e-07	0.000158888126721894	8.25344859214767	15.5644367828574	15.6422601838262	16.0198267137509	15.4533183158416	10.0529893066732	10.8908862700002
IGFBP3	-4.73007618701155	13.6229056826336	-18.5269451961628	1.39972391369216e-07	0.000158888126721894	8.25309466606922	15.3513388188009	14.9405719122715	15.3272535801927	15.1792266686179	10.089442305476	10.8496008104424
NKX6-1	4.41564312982212	8.57630086661781	18.250135372915	1.56517303213525e-07	0.000158888126721894	8.15419197098545	6.99738989156952	6.76019562470665	7.50617203452308	7.15392174257582	11.6521851080084	11.3879407983234
SCHIP1	-3.15385290360585	11.9269872775605	-18.2299773828931	1.57805910945881e-07	0.000158888126721894	8.14690899309096	12.988236258117	12.8864197162779	12.9977766049593	13.0406537356955	9.70794586123063	9.94089148908256
SEMA3A	-3.71387340590206	8.99717273489639	-18.1810306037968	1.60985024300933e-07	0.000158888126721894	8.12917868546433	10.3731891064537	10.4493330949846	10.1222735279975	9.99572641801917	6.41167812927946	6.63083613264389
HAND2	-3.2892034393944	7.04912698407016	-18.0599646762196	1.69163744473818e-07	0.000158888126721894	8.08504194387126	8.12194762558622	8.02021632800782	8.07933218615435	8.36061638239146	4.80276379077343	4.90988559150771
WNT6	-5.05074895730337	10.0371914980588	-18.036321742825	1.70815167816885e-07	0.000158888126721894	8.07637526875726	11.9603642898081	11.296983206588	11.4873783845226	12.1383720543878	6.49186553524313	6.84818551780339
LGALS3	-3.26283569681336	16.0279471200306	-18.025836980234	1.71553334238646e-07	0.000158888126721894	8.07252695576533	17.077108016908	17.0521440682444	17.2120376345059	17.1209463562153	14.0165933525258	13.6888532917843
SOX17	-5.56867756921092	11.1413238565393	-18.0024286983023	1.73214401150373e-07	0.000158888126721894	8.06392418281079	12.7773464589741	12.7605224563995	13.1530089684076	13.2993209679906	6.93707967679027	7.9206646106738
CYP4Z1	-3.33340497819039	7.25687883214485	-17.2374647865381	2.3894134865482e-07	0.000192274282239715	7.77417697327462	8.32324946324182	8.20252391878303	8.5065748664659	8.43970705100917	4.85915467269711	5.21006302067207
FGG	-5.06546544631873	11.1422813089691	-17.1915489759392	2.43705111181693e-07	0.000192274282239715	7.75623803240619	12.819463724612	13.016620889464	12.8370614755009	12.6499330747247	7.2424666781201	8.28814201139319
ANGPT1	-3.15225719903305	7.46945789802906	-17.0534264976619	2.58694465334853e-07	0.000192274282239715	7.70188863704832	8.49772328217002	8.36189960088068	8.48596186648939	8.7352564412869	5.29821216195841	5.43769403538897
RBP4	-4.25795610485718	9.68924782222827	-16.8750936216798	2.79611013423268e-07	0.000192274282239715	7.63084898932683	10.9917562356546	10.9503767562099	11.3800774284418	11.1120556750831	6.48451429864189	7.21670653933841
CFTR	-4.13303378374281	11.4279824968316	-16.8568430927507	2.81857225072366e-07	0.000192274282239715	7.62352298293478	12.6346572554766	12.6043345725425	12.963568721174	13.0200811497901	8.35331126263478	8.99194201937125
LOC645431	-3.43110740184624	8.2215512449682	-16.8242079852389	2.85924812575742e-07	0.000192274282239715	7.61039676249793	9.15761957855811	9.22362653915422	9.43789298620574	9.64187574508303	5.85455383836339	6.01373878244469
HLA-DRB5	-3.24447470057031	11.328576018821	-16.6656182212201	3.06658908774752e-07	0.000192274282239715	7.5461308250043	12.2360430965304	12.321191591755	12.4782057681941	12.6048298862315	9.02482914537962	9.30635662483529
CAPN2	-4.05129193600019	14.0928045787192	-16.5987014277794	3.1591277344145e-07	0.000192274282239715	7.51877319450162	15.150485970259	15.1904855788645	15.6705691929974	15.7614001540895	11.2566159048211	11.5272706712837
EFNB2	-3.52181690994029	13.8221862280702	-16.568121797375	3.2024623880456e-07	0.000192274282239715	7.50622332052945	14.9687017230963	14.8928111387451	15.1324792877945	14.9905086425653	11.1880789048902	11.7605376713298
NPR3	-4.2750783878751	7.26348608901236	-16.5519857069308	3.22559918886257e-07	0.000192274282239715	7.49958889042269	8.50019678874875	8.26424381091872	8.9444296341281	9.04517863942067	4.37472459674024	4.45214306411768
MEP1A	-3.4614742341781	7.75879886572916	-16.55014869454	3.22824513967234e-07	0.000192274282239715	7.4988330595734	8.95009136561354	8.86424739160919	9.01789680082047	8.81825888377757	5.17219051859921	5.73010823395499
ANXA1	-5.28067066412996	11.0174720847721	-16.5062176545222	3.29225722768871e-07	0.000192274282239715	7.48072520074107	12.3819079820872	12.4898523586908	12.9046104972594	13.3344117198909	7.17659709774875	7.81745285295549
KCTD12	-3.43456454506203	12.9306010675161	-16.4862489694597	3.32182640403036e-07	0.000192274282239715	7.47247359235541	14.1524654966881	13.9866249529615	14.2412623179146	13.9214708959162	10.4054335910858	10.8763491505303
TFAP2B	-5.73133131051035	8.25225629759343	-16.4682209306419	3.34877961993454e-07	0.000192274282239715	7.46501273959576	10.158621937255	9.5599247905131	10.0128375918688	10.9194159514173	4.46241029945388	4.40032721505251
SPHKAP	-3.73931594281378	7.74646043800999	-16.4023809169477	3.44933357486855e-07	0.000192274282239715	7.43767463751951	9.13002200171771	9.16088973641234	8.95074250960829	8.72994209472	4.9848173073611	5.52234897824051
SLC1A1	-3.74350704498655	12.3652025969511	-16.3201924422645	3.5796718890814e-07	0.000192274282239715	7.40334795846619	13.4997267253236	13.4667774877776	13.7070255648475	13.7786233365043	9.55455600688704	10.1845064603664
LGALS2	-2.77656298552072	11.6811898949461	-16.3004909387079	3.61173564016091e-07	0.000192274282239715	7.39508620697747	12.6937547447682	12.5338736263125	12.6498631674434	12.5493520219546	9.75058141365103	9.90971439554689
DLX6	-4.7115970629096	8.07207992994155	-16.201443193172	3.77792615192494e-07	0.000192274282239715	7.35335461102703	9.88193450337356	9.16296641526083	9.5597370520145	9.96581116633013	4.62052835716905	5.24150208550126
COL22A1	3.65400374978405	7.520396781967	16.1839876446596	3.80810038927724e-07	0.000192274282239715	7.34596599113137	6.48806771110868	6.06083892688238	6.37512167839404	6.28555381177081	9.67893958643722	10.2338589772088
NOL4	-2.87130299260461	10.3668181814075	-16.1640688339259	3.84286550921984e-07	0.000192274282239715	7.33752216913932	11.3449749191358	11.270527831283	11.3755344527701	11.3046395125806	8.29450124040646	8.61073113226909
GABRP	-4.89541646620187	10.8060117128043	-16.0443177309438	4.05957860608364e-07	0.000194715610907475	7.28647472584994	12.0475676198674	12.1257187063103	12.5078356410906	13.0701468388849	7.43500923276423	7.64979223790864
FBN1	-3.41433079008697	7.82432231991105	-15.9917611171248	4.15901984805311e-07	0.000194715610907475	7.26391633083791	8.70429025725091	8.81494388049614	9.27158609864015	9.0589100967063	5.59643203458007	5.49977155179274
FLJ22447	-2.91239316832903	5.92585631521109	-15.9676593793603	4.20553948417887e-07	0.000194715610907475	7.25353959659431	6.98152517568363	6.77373817297718	6.78125278502863	7.05010001826028	4.06925288243603	3.89926885688078
IGFBP6	-3.44512254304378	11.0268342129714	-15.9472224486247	4.24544597935898e-07	0.000194715610907475	7.24472499889666	12.1324832410215	11.9691882856448	12.1777131166325	12.4214489326455	8.50205967686087	8.95811202502365
GSTA2	-3.00544298029317	10.1335108249239	-15.8854897484628	4.36860867606527e-07	0.000196275346946075	7.21801137014664	11.2562437546885	11.2112691062165	11.129033301867	10.9447544439813	7.98430761799518	8.27545672479513
AFP	-2.95751877220344	17.0868224452518	-15.7741380476251	4.60110138491359e-07	0.00019873303940928	7.16948985881115	18.0704540956248	17.8975856684673	18.2716257256815	18.0509826541714	15.0103984541214	15.2198880734442
GPC5	-4.03315666743262	8.77885779756756	-15.7549917258651	4.64246813858403e-07	0.00019873303940928	7.1611029509711	10.0857530642068	9.94946285397253	10.3543250172927	10.1034324780417	5.69392594125132	6.4862474306403
LEF1	-4.01284859411172	9.85022504036959	-15.7313508687711	4.69412584568818e-07	0.00019873303940928	7.15072937178529	11.4552222212075	10.8359946865446	11.0535156554078	11.4066323904674	6.91672268054171	7.4332626080485
TGFBI	-6.4825679921568	11.8909691970716	-15.6250061435273	4.93466605972446e-07	0.000200523119337165	7.1038198403148	13.6132401546804	13.3601592644799	14.3294461643142	14.9044551943543	7.55515502560433	7.58335937899648
HAS2	-3.29845591767112	6.43962466750038	-15.6095019957359	4.97088316279004e-07	0.000200523119337165	7.09694708745346	7.75522075431672	7.39195927019145	7.29753044578474	7.7117294232701	4.11412475632178	4.36718335511749
AVPR1A	-3.70915845170286	7.29885443489448	-15.5719985916267	5.05973662198742e-07	0.000200523119337165	7.08028667738946	8.74639036062559	8.27755689950999	8.67187751889652	8.4451375628163	4.53220121851517	5.11996304900332
KCNJ8	-4.25868648727037	11.5146085757522	-15.5549387129639	5.10074707375936e-07	0.000200523119337165	7.07269127345972	12.7836363927844	12.7003267105814	13.2009794988593	13.0517403504776	8.26801399170002	9.0829545101106
PIGZ	-2.84276424989309	11.4554494276544	-15.4597658060383	5.33653306086741e-07	0.000206111886552625	7.03012485074824	12.3486295832407	12.2163428228818	12.4635279924797	12.5836496452061	9.51012989019642	9.61041663192161
ITLN2	-3.57382209823438	9.74859667461257	-15.1542248284112	6.18080028936934e-07	0.000231257752102444	6.89121733608869	10.8761337956838	10.7377006940808	10.8770484512801	11.2685998883848	7.09935597451527	7.6327412437307
FGA	-3.29155054211666	8.29977277393143	-15.1486032365318	6.19768674723789e-07	0.000231257752102444	6.88862891451436	9.61842522758619	9.31561729721491	9.44441753649581	9.20936509058435	5.85916643710204	6.35164505460527
CD55	-3.48391750097063	10.5788556610767	-14.9882013263956	6.70215878470736e-07	0.000233309430691864	6.81426639890865	12.0094506368232	11.3996979113503	11.8779715914142	11.6735258393464	8.06739712924655	8.44509085827924
H19	3.13159198883992	14.3203724142561	14.9809700734213	6.72596945933426e-07	0.000233309430691864	6.8108907682355	12.9279312503353	13.4806487983931	13.3312195766133	13.3662340465626	16.3597862143091	16.456414599323
WNT5A	-3.47713243144286	9.74941018481418	-14.937100854066	6.87248166567563e-07	0.000233309430691864	6.79036884388909	10.8494545797431	10.6816958068666	10.9771694183809	11.1254975095232	7.13294172651844	7.72970206785276
EMX2	-3.07621095946398	7.35054999581508	-14.9096045164821	6.9661469764439e-07	0.000233309430691864	6.77746812143917	8.52342315016434	8.37255296908973	8.28692134334713	8.32091713327775	5.04012802883006	5.55935735018145
CD70	-2.46109603672928	8.79200421716236	-14.8996945771538	7.00025721472198e-07	0.000233309430691864	6.7728113792094	9.59791199910422	9.63891571894755	9.53991211495169	9.67273841795168	7.19261503867458	7.10993201334444
TYRP1	-3.50910448791025	8.28970007149773	-14.8987091323692	7.00365942551204e-07	0.000233309430691864	6.77234810371066	9.77777255590173	9.34650493350113	9.35862949964993	9.35469928081847	5.66521180971936	6.23538234939577
FAM162B	-2.77447374438783	11.3544888433866	-14.8759429946676	7.08278035892322e-07	0.000233309430691864	6.76163479664295	12.0506324097152	12.3422262149422	12.4386598023674	12.2857352723719	9.44460981481621	9.56506954610651
PTPRZ1	-4.41011644614893	9.09749608573092	-14.8016579438422	7.34804770142518e-07	0.000233309430691864	6.72653672598726	10.727696409994	10.6167340355471	10.6077857382234	10.317923420691	5.63690822889405	6.67792868103588
PRRT2	-3.13285691062786	12.7685955852323	-14.7927078958804	7.38075755137055e-07	0.000233309430691864	6.72229339866824	14.0507035647374	13.5203951569054	13.9904641738086	13.6899619929817	10.6500026043392	10.7100460186216
HLA-DRB4	-2.69287481881983	9.16704431785747	-14.7437293903388	7.56269485254897e-07	0.000233309430691864	6.69901610627796	10.0056103580778	9.93492154269246	10.114093943967	10.204051185119	7.2445968274868	7.49899204980169
ENST00000447535	-3.44095917121834	11.7060185964705	-14.6359732014666	7.9810573415782e-07	0.000233309430691864	6.64746901715694	12.8233585084357	12.4550487128348	12.9205233101404	13.2130894160955	9.37835460392216	9.44573702739433
HAND1	-3.57306117537523	8.49217855402743	-14.594235236528	8.1500698704652e-07	0.000233309430691864	6.62737805268918	9.34756558591914	9.59139983531682	9.65239341578584	10.1414369462549	6.03653636495363	6.18373917593427
PODXL	-2.87359867318668	14.9530514935117	-14.5903843629804	8.16586583036227e-07	0.000233309430691864	6.62552086401573	15.8231280545016	15.7795430748672	15.9529022473191	16.0880974949411	12.8485836606778	13.2260544287634
TBX2	3.27733328458556	8.91473522396946	14.5737267642627	8.23459282516747e-07	0.000233309430691864	6.61748038914927	7.61627400051173	7.57064966804386	7.92449031195758	8.17774920258393	11.153063878067	11.0461842826527
ODZ1	-2.77731676004125	8.30498868841509	-14.5685226478312	8.2561978794694e-07	0.000233309430691864	6.61496611013905	9.30553427574985	8.99655133905407	9.43230116226128	9.18865698998348	6.42320400779106	6.48368435565077
HLA-DPB1	-2.76843470872866	11.899191813475	-14.5411466673008	8.37090822218427e-07	0.000233309430691864	6.6017218258168	12.8810000472997	12.7001576999887	12.9036331843585	12.803222600558	9.85563764603453	10.2514997026106
CHRM1	3.37902602814648	8.16433603306164	14.5313534650787	8.41237922488515e-07	0.000233309430691864	6.59697657198908	7.16481337575651	7.35078299892133	6.81703126248965	6.81934845755043	10.2258922510013	10.6081478526507
A_33_P3255824	-3.01117832637851	7.06128661141509	-14.5225579171967	8.44982309578607e-07	0.000233309430691864	6.59271140668354	7.91460333049313	7.88401167815236	8.10710434767961	8.35433152450659	4.92950658589215	5.17816220176667
PDE6A	-3.27421992411485	7.58658271860341	-14.4763910140243	8.64947117281664e-07	0.000233309430691864	6.57027233864863	8.72818635096868	8.40810418335739	9.00044640281084	8.57522050276317	5.2244928342515	5.58304603746885
HLA-DPB2	-2.49855161335451	9.53081079415452	-14.4660143380938	8.69507388876342e-07	0.000233309430691864	6.5652168580005	10.3928836142252	10.2994389099385	10.4665734738445	10.2957493297492	7.96197089036921	7.7682485468005
MYOF	-2.52628487216062	10.6798562296515	-14.442450143764	8.79964283818443e-07	0.000233309430691864	6.55372008633064	11.4139549359976	11.4327245448088	11.6169305480665	11.6241947192807	8.93413203332718	9.05720059642834
TRIML2	-5.3166871683252	9.50756585081975	-14.440741431623	8.80728043570489e-07	0.000233309430691864	6.55288553455058	10.9811600643686	10.8050822951111	11.3499529633585	11.9829843048745	5.58095488584065	6.34526059136526
CSGALNACT1	-2.84734239100659	9.02424304924823	-14.386851532751	9.05203692560045e-07	0.000233309430691864	6.52650354717951	10.1191962080862	10.0783054877313	9.88110408631027	9.81482293620725	6.94261891838733	7.309410658767
HPGD	-3.29067251263848	7.37970145277912	-14.3164209852725	9.38356447907777e-07	0.000233309430691864	6.49184302187552	8.26171261158296	8.3832249999611	8.76490659694381	8.49652495281326	4.92834727539636	5.44349227997725
ALB	-3.22843475957627	10.3277738315851	-14.2929258038346	9.49718933454802e-07	0.000233309430691864	6.48023460547106	11.5351262811098	11.4435429490429	11.341474858647	11.2955309169757	7.84504800299529	8.50591998073991
TRIM55	-3.26864732734826	6.47470593766392	-14.2928850504727	9.49738776488483e-07	0.000233309430691864	6.48021445017552	7.406709041521	7.30712283584863	7.56627960278615	7.97690870696424	4.24819895987004	4.34301647899346
GPR64	-3.06836155451722	9.97656356582242	-14.2905836571796	9.50860096501266e-07	0.000233309430691864	6.47907614283038	11.1469883654346	10.9105335365961	11.0556538019032	10.8842272987121	7.65076451786926	8.21121387441929
ENTPD3	-3.78916413588585	9.86017697140835	-14.2522582696667	9.6975477862231e-07	0.000233309430691864	6.46008718814618	10.9521280882513	11.0398222080845	11.3442839255152	11.1566925116303	6.90683011926414	7.76130497570476
GFRA3	2.97203751879061	9.64214328813306	14.2485863456107	9.71587180069452e-07	0.000233309430691864	6.4582646393393	8.73302120849756	8.90366384272204	8.59484911151061	8.37432229808123	11.5079332208038	11.7390700471831
RNASE1	-3.08733047166054	11.4019671960775	-14.2336760618781	9.79068089716617e-07	0.000233309430691864	6.45085814247344	12.7647420921133	12.4950532832791	12.2357015704336	12.2288124673645	9.2483576188637	9.4391361444105
FBLN2	-2.85531720846102	8.84601112904425	-14.2167269374909	9.87650943767246e-07	0.000233309430691864	6.44242751620692	9.61694639208199	9.72003960711529	9.81737180321459	10.0367763250465	6.7863617610093	7.09857088579785
CYP4X1	-4.63336974549012	11.4208998158155	-14.2137592669756	9.89162452487577e-07	0.000233309430691864	6.44095012855682	12.8697488894283	12.9417404548901	13.112347995698	12.9375882505655	7.70816548650959	8.95580781780117
SLC7A7	-3.43956590804001	12.1132313399454	-14.1768788615791	1.00816585700009e-06	0.000233309430691864	6.4225590209831	13.0384398539313	12.9417150721598	13.5270972190284	13.5317610920487	9.68530682219162	9.95506798031248
LOC283454	2.90481888753797	9.81521188657417	14.1658048422181	1.01395209619588e-06	0.000233309430691864	6.41702551687583	8.98453510745696	8.62545076899912	8.90016832963214	8.87760149015786	11.5390423168056	11.9644733063934
LAMA3	-2.69381280336426	8.01127717819822	-14.1567917763097	1.01868912686865e-06	0.000233309430691864	6.41251799774548	9.05112652448066	9.02868483731928	8.74904935123598	8.80799840424263	6.08696076784459	6.34384318406617
NRP2	-2.59045413862441	7.72503799236679	-14.1529424927683	1.02071981029252e-06	0.000233309430691864	6.41059188385374	8.68442878003394	8.46527314422374	8.66085909087327	8.54352980583541	5.84917968927974	6.14695744395463
MIR205HG	-4.19412918165346	12.1208537461946	-14.1486473395288	1.0229911020544e-06	0.000233309430691864	6.40844192154639	13.6817845896735	12.9698981243271	13.4957157342205	13.928188778762	9.07100945987295	9.57852579031169
GLI1	-2.62850426540057	9.00296287782368	-14.1392476658995	1.02798159332777e-06	0.000233309430691864	6.40373412759087	9.91095776628113	9.63415385234444	9.95889287311756	10.012519373419	7.22341224724083	7.2778411545391
VTCN1	-4.55300621843509	9.14015756861871	-14.0833403601132	1.05823736519544e-06	0.000234545617524623	6.37565532314322	10.480514483374	10.0999606064917	10.814919487422	11.2359106551006	5.89121305284242	6.31842712648155
TTYH1	2.75629636563449	14.5711746069694	14.0643252170314	1.06875578969086e-06	0.000234545617524623	6.36607471609973	13.3689400979901	13.6425887333034	13.8255924423181	13.7725153334199	16.4264971732458	16.3909138615389
CR627384	-3.09519297369927	7.23201985499683	-14.0550614348963	1.07392281787995e-06	0.000234545617524623	6.36140162206947	8.49539418828589	7.94427213302542	8.27687576187718	8.33846130173118	4.98709628323209	5.35001946182921
AKAP12	-2.36109613864898	8.66955851651643	-14.0512730881851	1.076043941403e-06	0.000234545617524623	6.3594895366865	9.49324492397325	9.42261695891729	9.54179515703213	9.36870521100836	7.04376036789434	7.14722848027321
CD9	-3.63599988692135	9.57311092400874	-14.0191735601146	1.09420752804092e-06	0.000236166458135499	6.34326320313324	10.7116884970382	10.551604492345	10.7955554670816	11.0815950887986	6.78245874345834	7.51576325533067
STAT4	2.54319527669968	9.2570401411649	13.9507233716996	1.13410665003267e-06	0.000240948085471527	6.30851281333201	8.26694089819707	8.61169533632801	8.41430180573192	8.34429548880302	10.8900844675912	11.0149228503382
SLC39A2	-3.5070127521947	9.53010276745416	-13.927717896705	1.14788270872806e-06	0.000240948085471527	6.29678782396355	10.8870783772989	10.3750548238218	10.6304628647093	10.903832006913	6.8831982436696	7.50099028831246
IFI16	-3.36070407407778	6.65264484545551	-13.9091502678654	1.15913898462424e-06	0.000240948085471527	6.28730778828394	7.80642519489515	7.43211623519774	7.64411500458717	8.208861712579	4.3722862334082	4.45206469206578
COL3A1	-4.80611445682612	7.97766126724917	-13.9054960059175	1.1613689396869e-06	0.000240948085471527	6.28544026429396	8.84463860562938	9.52112268571174	9.77133469226318	10.1817016944939	4.75483936695231	4.79233055844453
SYTL2	-2.60048746313429	8.6442527972447	-13.8896653040637	1.1710854029277e-06	0.000240948085471527	6.27734317294827	9.6245275342432	9.52705432899855	9.53863364991538	9.35411229333405	6.74761794836235	7.07357102861467
LEFTY1	2.86371040034489	8.63636410910858	13.852974163717	1.19395985388235e-06	0.000243379872066851	6.25853409454087	7.48090463359375	7.75828788169661	7.95006565935327	7.53791772799751	10.4224316921977	10.6685770598127
RUNX1T1	-3.86913439400225	9.32349487687006	-13.8122828959965	1.21991924019051e-06	0.000246390110759579	6.23760506761921	10.6504105439405	10.1968668905263	10.5640552209908	11.0414927106922	6.4531334144513	7.03501048061915
FGFBP1	-2.89745263243633	7.16619781342125	-13.7861789165301	1.23690742164196e-06	0.000247550153522252	6.22414025909022	8.14418005561233	7.93048771240662	8.18121837598185	8.27217528626597	4.9887395951609	5.48038585509982
lincRNA:chr6:33098514-33107504_F	-2.72687876124316	6.32735590139336	-13.7546471174426	1.25778470473374e-06	0.000249460633105524	6.20783534717033	7.17911707027513	7.01671746089948	7.43225008902084	7.31717733370218	4.37136953235648	4.64750392210602
PAGE4	-3.87615452125167	7.15219244612351	-13.709735378659	1.28821032578335e-06	0.000251376075703131	6.18453519026084	8.90898460342948	8.2073232141696	8.12650107418121	8.53416692104932	4.28216216736252	4.85401669654894
CD3G	-2.40124399215231	6.41124812181338	-13.7067250076564	1.29027919847621e-06	0.000251376075703131	6.18297018610577	7.22500391848502	7.25506798555254	7.1933753831031	7.17320385631593	4.95830143456212	4.66253615286157
LOC645722	2.81429581439845	9.80764553561474	13.6498714760323	1.33006377294598e-06	0.000254470426252984	6.15333722893495	8.75515842662737	8.64464774520393	8.98204083782916	9.09634071360056	11.5439341156195	11.8237513748079
CXCR7	-3.78549331959151	8.45373978574535	-13.6223777769303	1.34979788036861e-06	0.000254470426252984	6.13895479409532	9.56401073425281	9.445075967552	9.60590351333865	10.24729335396	5.67870417122127	6.18145097414742
SLC2A3	-2.78916110136403	10.8513623109471	-13.6059338580354	1.36175845635678e-06	0.000254470426252984	6.13033633550711	11.6331517790227	11.5382925853562	12.0241807611294	11.9287055867657	9.00375888998158	8.98008426342733
APOB	-3.1722905451702	9.97315750221502	-13.6040254008675	1.36315430451245e-06	0.000254470426252984	6.12933529539146	10.9208820788605	10.8495259521016	11.363397423636	10.9885452811556	7.60399742408062	8.11259685345582
FOXQ1	3.38228936213646	11.5674672063207	13.5920927275636	1.37191853592816e-06	0.000254470426252984	6.12307251773847	10.2847682056554	10.0386996359293	10.7017712470522	10.7349105871309	13.7169333890201	13.9277201731366
HHIP	-3.68095659952735	7.97750721596382	-13.5872198092841	1.3755158175837e-06	0.000254470426252984	6.12051314048365	9.47843251950107	8.83096473086932	9.01247947927575	9.49609426691228	5.25691898444613	5.79015331477839
PIEZO2	-3.13230854752291	7.49955432954103	-13.5414825011085	1.40980322158908e-06	0.000256722236905004	6.09643803100125	8.18167069899223	8.46252936504631	8.90326429355959	8.62716435726319	5.3667096437211	5.45598761866375
SLC7A11	-2.54986773281283	11.3269061822911	-13.5310649223306	1.41774692266498e-06	0.000256722236905004	6.09094108455641	12.3026683581955	11.9117792975832	12.2573192124629	12.2356815046734	9.63809020849649	9.61589851233536
PPP1R3C	2.84039144183514	9.89935746959694	13.5206431821942	1.42574431922849e-06	0.000256722236905004	6.08543696774037	8.9362852902523	8.81650048030212	9.08091474377864	8.97654077494116	11.5214146006338	12.0644889276736
SLCO2B1	-2.89427424277071	9.21728873452884	-13.5095243915427	1.43433273401388e-06	0.000256722236905004	6.07955921897369	10.1476127497251	10.3097948755331	10.3396625257308	9.93111711082052	7.06891103651183	7.50663410885157
S100A14	-2.95112468684769	10.7917920251596	-13.4459967057399	1.48453575207943e-06	0.000258908202585739	6.04586730703369	11.6512162492506	11.4633742378809	11.9715534550931	12.0158570742109	8.73783844164651	8.91091269287586
GJA1	-3.32623375628595	11.1801659002596	-13.4361667913858	1.49247945383963e-06	0.000258908202585739	6.04063735696011	12.1861892727631	11.8937424155117	12.4685537506688	12.6071565038094	8.79511345693756	9.13024000186698
NOG	-2.94246918504966	9.7249675212859	-13.4220316056374	1.50398643523452e-06	0.000258908202585739	6.03310895969154	10.7810960755432	10.3278863640341	10.9572097344864	10.7569701578128	7.69766675749879	7.82897603834014
APOA1	-2.7872516749555	12.0732316252823	-13.4197441958423	1.50585792357043e-06	0.000258908202585739	6.03188981398611	13.0674004638101	13.2067543123865	13.0081519290727	12.7269553624674	10.0548044241798	10.3753232597776
DCX	2.33705576267629	12.7435263985746	13.4152581264668	1.50953591481938e-06	0.000258908202585739	6.02949811903787	11.8679404856758	11.9917624430791	12.0329700281178	11.9653582871908	14.4228223952407	14.1803047521436
